quality,similarity,unique words,length ratio,negation,negation parity,unusual tokens,unusual ratio
No,0.743642,0.333333,0.000000,0,0,1,0.750000
No,0.803450,0.437500,0.333333,0,0,0,1.000000
No,0.852879,0.500000,0.500000,0,0,1,0.000000
Yes,0.869090,0.555556,0.296296,0,0,0,1.000000
Yes,0.861414,0.541667,0.000000,0,0,3,0.700000
Yes,0.754325,0.357143,0.052632,0,0,0,1.000000
Yes,0.910669,0.714286,0.076923,0,0,1,0.666667
Yes,0.844708,0.310345,0.352941,0,0,1,0.800000
Yes,0.929711,0.645161,0.160000,0,0,0,1.000000
Yes,0.781379,0.400000,0.055556,0,0,6,0.000000
Yes,0.653706,0.125000,0.066667,0,0,4,0.500000
Yes,0.778189,0.363636,0.263158,0,0,7,0.416667
No,0.784244,0.185185,0.166667,1,1,5,0.375000
Yes,0.897541,0.583333,0.277778,0,0,1,0.800000
Yes,0.765833,0.190476,0.035714,1,1,5,0.000000
Yes,0.802133,0.437500,0.241379,0,0,3,0.571429
No,0.705592,0.192308,0.214286,0,0,19,0.050000
Yes,0.902333,0.730769,0.071429,0,0,0,1.000000
Yes,0.891619,0.551724,0.080000,0,0,2,0.777778
Yes,0.731348,0.380952,0.062500,0,0,2,0.333333
Yes,0.795073,0.476190,0.214286,0,0,1,0.750000
Yes,0.714397,0.194444,0.192308,0,0,9,0.181818
Yes,0.831062,0.384615,0.068966,0,0,7,0.416667
No,0.709679,0.200000,0.250000,0,0,3,0.500000
No,0.819222,0.292683,0.000000,0,0,5,0.375000
No,0.559919,0.235294,0.090909,0,0,0,1.000000
No,0.812105,0.461538,0.173913,0,0,3,0.750000
No,0.703905,0.352941,0.300000,0,0,5,0.166667
Yes,0.928735,0.666667,0.000000,0,0,1,0.833333
Yes,0.837128,0.571429,0.157895,0,0,0,1.000000
Yes,0.903201,0.500000,0.100000,1,1,0,1.000000
Yes,0.809467,0.315789,0.250000,0,0,1,0.666667
No,0.674690,0.291667,0.066667,0,0,1,0.750000
Yes,0.732955,0.240000,0.062500,0,0,9,0.307692
No,0.559919,0.166667,0.100000,0,0,0,1.000000
Yes,0.836204,0.285714,0.187500,0,0,1,0.750000
Yes,0.733785,0.200000,0.214286,0,0,2,0.000000
Yes,0.932616,0.666667,0.100000,0,0,2,0.666667
Yes,0.760438,0.285714,0.312500,0,0,6,0.142857
Yes,0.884801,0.666667,0.068966,0,0,1,0.000000
No,0.737990,0.200000,0.214286,0,0,3,0.250000
No,0.677189,0.272727,0.187500,0,0,2,0.600000
Yes,0.882493,0.640000,0.157895,0,0,1,0.000000
No,0.817021,0.448276,0.285714,0,0,8,0.384615
Yes,0.892593,0.480000,0.235294,0,0,0,1.000000
Yes,0.855355,0.351351,0.241379,0,0,1,0.800000
Yes,0.857879,0.347826,0.062500,0,0,1,0.875000
Yes,0.906324,0.600000,0.266667,0,0,1,0.666667
No,0.875760,0.551724,0.400000,0,0,5,0.375000
Yes,0.902923,0.586207,0.130435,0,0,4,0.555556
No,0.845378,0.483871,0.400000,0,0,2,0.800000
Yes,0.804269,0.409091,0.105263,0,0,7,0.300000
Yes,0.783765,0.333333,0.055556,0,0,4,0.333333
Yes,0.818146,0.523810,0.250000,0,0,0,1.000000
Yes,0.809522,0.416667,0.058824,0,0,1,0.875000
Yes,0.911562,0.625000,0.166667,0,0,0,1.000000
Yes,0.886473,0.521739,0.187500,0,0,1,0.800000
Yes,0.948479,0.538462,0.000000,0,0,0,1.000000
Yes,0.849208,0.531250,0.040000,0,0,1,0.666667
Yes,0.897840,0.625000,0.166667,0,0,0,1.000000
Yes,0.896891,0.655172,0.068966,0,0,1,0.750000
Yes,0.891340,0.642857,0.190476,0,0,2,0.333333
Yes,0.804774,0.392857,0.250000,0,0,6,0.333333
No,0.739732,0.235294,0.333333,1,1,0,1.000000
Yes,0.840972,0.388889,0.272727,0,0,0,1.000000
No,0.748556,0.350000,0.066667,0,0,8,0.200000
No,0.723569,0.333333,0.157895,0,0,4,0.333333
No,0.834027,0.357143,0.157895,0,0,4,0.428571
Yes,0.834607,0.481481,0.181818,0,0,7,0.222222
No,0.732547,0.000000,0.083333,0,0,8,0.000000
No,0.793391,0.428571,0.095238,0,0,0,1.000000
Yes,0.855952,0.388889,0.083333,0,0,4,0.500000
Yes,0.718633,0.208333,0.066667,0,0,0,1.000000
Yes,0.896817,0.392857,0.052632,0,0,0,1.000000
No,0.763381,0.409091,0.285714,0,0,3,0.250000
No,0.753810,0.352941,0.041667,0,0,1,0.750000
No,0.863815,0.400000,0.000000,0,0,0,1.000000
Yes,0.954841,0.666667,0.083333,0,0,0,1.000000
Yes,0.933993,0.791667,0.086957,0,0,0,1.000000
Yes,0.888515,0.466667,0.080000,0,0,2,0.750000
Yes,0.685992,0.235294,0.000000,0,0,0,1.000000
Yes,0.832349,0.315789,0.266667,0,0,1,0.500000
No,0.783322,0.483871,0.090909,0,0,5,0.375000
No,0.745139,0.275862,0.111111,0,0,0,1.000000
Yes,0.862973,0.678571,0.115385,0,0,4,0.428571
Yes,0.869794,0.565217,0.437500,0,0,0,1.000000
No,0.759729,0.263158,0.214286,0,0,10,0.375000
Yes,0.864460,0.354839,0.045455,0,0,8,0.200000
Yes,0.881124,0.600000,0.173913,0,0,1,0.000000
Yes,0.935383,0.576923,0.090909,0,0,2,0.500000
No,0.660850,0.300000,0.600000,0,0,1,0.000000
Yes,0.768953,0.333333,0.055556,0,0,1,0.800000
No,0.734654,0.162162,0.500000,0,0,7,0.461538
Yes,0.926372,0.642857,0.160000,0,0,4,0.200000
Yes,0.856879,0.360000,0.058824,0,0,0,1.000000
No,0.773029,0.294118,0.200000,0,0,1,0.500000
Yes,0.853427,0.454545,0.125000,0,0,0,1.000000
Yes,0.743930,0.360000,0.117647,0,0,1,0.833333
No,0.694629,0.333333,0.153846,0,0,2,0.600000
Yes,0.797713,0.485714,0.142857,1,1,4,0.555556
No,0.872992,0.562500,0.172414,0,0,1,0.666667
Yes,0.925576,0.666667,0.107143,0,0,1,0.888889
Yes,0.907680,0.625000,0.181818,0,0,0,1.000000
No,0.872549,0.500000,0.266667,0,0,2,0.600000
No,0.807978,0.409091,0.066667,0,0,2,0.333333
Yes,0.796471,0.236842,0.185185,0,0,5,0.166667
Yes,0.840816,0.600000,0.200000,0,0,4,0.200000
Yes,0.721556,0.250000,0.266667,0,0,2,0.500000
No,0.728492,0.363636,0.176471,0,0,0,1.000000
Yes,0.885801,0.440000,0.000000,0,0,2,0.750000
Yes,0.743440,0.391304,0.263158,0,0,1,0.666667
Yes,0.807871,0.400000,0.038462,0,0,1,0.000000
Yes,0.779640,0.300000,0.050000,0,0,2,0.750000
No,0.766829,0.272727,0.066667,0,0,4,0.200000
Yes,0.880884,0.533333,0.136364,0,0,0,1.000000
Yes,0.718897,0.375000,0.000000,1,1,0,1.000000
Yes,0.860227,0.500000,0.260870,0,0,4,0.428571
Yes,0.911622,0.476190,0.214286,0,0,0,1.000000
Yes,0.877044,0.580645,0.035714,0,0,2,0.000000
Yes,0.798782,0.400000,0.000000,0,0,1,0.833333
No,0.730874,0.409091,0.428571,0,0,1,0.000000
Yes,0.709231,0.136364,0.076923,0,0,7,0.125000
Yes,0.802965,0.450000,0.066667,0,0,2,0.500000
Yes,0.824041,0.411765,0.083333,0,0,2,0.000000
Yes,0.948808,0.652174,0.050000,0,0,0,1.000000
Yes,0.872971,0.500000,0.166667,0,0,2,0.777778
Yes,0.868769,0.392857,0.045455,0,0,2,0.000000
Yes,0.802366,0.368421,0.142857,0,0,1,0.000000
Yes,0.808293,0.400000,0.133333,0,0,1,0.000000
Yes,0.841755,0.304348,0.125000,0,0,3,0.250000
Yes,0.899418,0.571429,0.230769,0,0,4,0.333333
No,0.663780,0.294118,0.230769,0,0,6,0.142857
Yes,0.848413,0.566667,0.136364,0,0,2,0.333333
Yes,0.704341,0.333333,0.000000,0,0,0,1.000000
No,0.691256,0.294118,0.200000,0,0,8,0.000000
No,0.682104,0.350000,0.235294,0,0,4,0.333333
Yes,0.770559,0.312500,0.200000,0,0,7,0.000000
No,0.907872,0.583333,0.411765,0,0,0,1.000000
Yes,0.689342,0.150000,0.083333,0,0,1,0.500000
Yes,0.787263,0.440000,0.240000,0,0,2,0.333333
Yes,0.929816,0.724138,0.035714,0,0,2,0.500000
No,0.815069,0.333333,0.235294,0,0,6,0.400000
Yes,0.921324,0.666667,0.181818,0,0,2,0.500000
No,0.861480,0.517241,0.315789,0,0,1,0.888889
No,0.845824,0.444444,0.411765,0,0,1,0.833333
Yes,0.656861,0.214286,0.187500,0,0,1,0.833333
No,0.730381,0.238095,0.411765,0,0,7,0.000000
No,0.713680,0.333333,0.037037,0,0,2,0.750000
Yes,0.904852,0.454545,0.200000,0,0,4,0.000000
No,0.915951,0.666667,0.000000,0,0,6,0.454545
Yes,0.849711,0.500000,0.208333,0,0,2,0.000000
Yes,0.973017,0.724138,0.000000,0,0,2,0.714286
Yes,0.813550,0.379310,0.208333,0,0,9,0.181818
Yes,0.716126,0.266667,0.272727,0,0,2,0.000000
Yes,0.887037,0.636364,0.250000,0,0,1,0.666667
Yes,0.894751,0.576923,0.217391,0,0,1,0.500000
Yes,0.900062,0.730769,0.041667,0,0,0,1.000000
No,0.699484,0.071429,0.142857,0,0,11,0.083333
Yes,0.816631,0.500000,0.400000,0,0,0,1.000000
Yes,0.964184,0.777778,0.000000,0,0,0,1.000000
Yes,0.834327,0.484848,0.038462,0,0,4,0.428571
No,0.801606,0.375000,0.266667,1,1,2,0.500000
No,0.772801,0.296296,0.285714,0,0,3,0.571429
No,0.705400,0.297297,0.227273,0,0,2,0.666667
No,0.758465,0.240000,0.117647,0,0,4,0.333333
No,0.821897,0.555556,0.416667,0,0,7,0.363636
Yes,0.944698,0.500000,0.105263,0,0,1,0.500000
Yes,0.902808,0.709677,0.103448,0,0,1,0.833333
Yes,0.808112,0.136364,0.272727,0,0,2,0.600000
Yes,0.800720,0.478261,0.111111,0,0,2,0.333333
Yes,0.807619,0.409091,0.000000,0,0,3,0.625000
No,0.877251,0.653846,0.368421,0,0,1,0.833333
Yes,0.862482,0.576923,0.100000,0,0,3,0.250000
Yes,0.892874,0.666667,0.052632,0,0,2,0.500000
Yes,0.811301,0.466667,0.315789,0,0,7,0.611111
Yes,0.845612,0.680000,0.130435,0,0,3,0.250000
No,0.699371,0.192308,0.176471,0,0,17,0.105263
Yes,0.826844,0.433333,0.315789,0,0,4,0.600000
No,0.812550,0.333333,0.400000,0,0,2,0.666667
No,0.718076,0.333333,0.181818,0,0,2,0.666667
No,0.720866,0.269231,0.300000,0,0,4,0.600000
Yes,0.924021,0.739130,0.130435,0,0,0,1.000000
Yes,0.778102,0.259259,0.052632,0,0,9,0.100000
No,0.772447,0.275000,0.172414,0,0,5,0.500000
No,0.825200,0.413793,0.470588,0,0,10,0.411765
No,0.759507,0.200000,0.133333,0,0,4,0.500000
Yes,0.805504,0.166667,0.153846,0,0,4,0.428571
No,0.663068,0.320000,0.500000,0,0,7,0.300000
No,0.841758,0.366667,0.086957,0,0,9,0.181818
Yes,0.857515,0.375000,0.090909,0,0,2,0.000000
No,0.822364,0.240000,0.222222,0,0,3,0.250000
Yes,0.896640,0.655172,0.076923,0,0,2,0.666667
Yes,0.765464,0.368421,0.333333,0,0,3,0.250000
Yes,0.765505,0.304348,0.166667,0,0,2,0.333333
No,0.851859,0.400000,0.120000,0,0,6,0.142857
No,0.894246,0.555556,0.263158,0,0,1,0.000000
No,0.703742,0.235294,0.083333,0,0,3,0.500000
Yes,0.920494,0.631579,0.222222,0,0,0,1.000000
Yes,0.918934,0.689655,0.120000,0,0,3,0.571429
Yes,0.762197,0.437500,0.230769,0,0,3,0.250000
Yes,0.822836,0.500000,0.250000,0,0,4,0.333333
Yes,0.830274,0.363636,0.235294,0,0,3,0.571429
No,0.663936,0.208333,0.000000,0,0,9,0.250000
No,0.875667,0.526316,0.062500,0,0,0,1.000000
Yes,0.940869,0.724138,0.111111,0,0,0,1.000000
Yes,0.723496,0.333333,0.066667,0,0,1,0.800000
No,0.826097,0.357143,0.352941,1,1,7,0.461538
Yes,0.931646,0.678571,0.181818,0,0,2,0.000000
Yes,0.854462,0.461538,0.173913,0,0,2,0.000000
No,0.845853,0.363636,0.300000,0,0,0,1.000000
Yes,0.873178,0.565217,0.000000,0,0,1,0.500000
Yes,0.717404,0.320000,0.157895,0,0,6,0.000000
Yes,0.670206,0.192308,0.117647,0,0,4,0.000000
Yes,0.783641,0.272727,0.208333,0,0,1,0.833333
Yes,0.951653,0.777778,0.000000,1,1,1,0.750000
Yes,0.862875,0.500000,0.250000,0,0,1,0.833333
No,0.717817,0.205128,0.076923,0,0,5,0.642857
Yes,0.865961,0.678571,0.318182,0,0,4,0.200000
Yes,0.939273,0.652174,0.090909,0,0,0,1.000000
Yes,0.867592,0.571429,0.200000,0,0,0,1.000000
No,0.752316,0.250000,0.363636,0,0,3,0.400000
No,0.722000,0.208333,0.066667,0,0,17,0.105263
Yes,0.823715,0.444444,0.266667,0,0,0,1.000000
No,0.649778,0.095238,0.083333,0,0,2,0.500000
Yes,0.699725,0.250000,0.142857,0,0,1,0.666667
No,0.846511,0.555556,0.153846,0,0,2,0.750000
Yes,0.659801,0.166667,0.250000,0,0,1,0.666667
No,0.846174,0.555556,0.192308,0,0,1,0.923077
Yes,0.923731,0.750000,0.000000,0,0,0,1.000000
No,0.861153,0.481481,0.153846,0,0,7,0.222222
Yes,0.916312,0.636364,0.105263,0,0,1,0.500000
Yes,0.957798,0.769231,0.074074,0,0,0,1.000000
Yes,0.694769,0.333333,0.000000,0,0,5,0.375000
Yes,0.951628,0.714286,0.037037,0,0,0,1.000000
Yes,0.758254,0.350000,0.071429,0,0,1,0.000000
Yes,0.993398,0.666667,0.071429,0,0,4,0.555556
Yes,0.949341,0.791667,0.043478,0,0,2,0.777778
No,0.815887,0.451613,0.318182,0,0,4,0.500000
Yes,0.960621,0.846154,0.035714,0,0,0,1.000000
No,0.653105,0.125000,0.388889,1,1,0,1.000000
Yes,0.816831,0.500000,0.136364,0,0,0,1.000000
Yes,0.824824,0.533333,0.120000,0,0,0,1.000000
Yes,0.898694,0.720000,0.080000,0,0,3,0.250000
Yes,0.873699,0.500000,0.333333,0,0,2,0.333333
Yes,0.748263,0.433333,0.400000,0,0,6,0.400000
No,0.805697,0.272727,0.333333,0,0,0,1.000000
No,0.855501,0.366667,0.150000,0,0,4,0.636364
Yes,0.853102,0.400000,0.370370,0,0,2,0.833333
Yes,0.962992,0.678571,0.227273,0,0,0,1.000000
Yes,0.799942,0.500000,0.437500,0,0,6,0.142857
Yes,0.685558,0.269231,0.200000,0,0,1,0.800000
No,0.707494,0.280000,0.000000,0,0,5,0.166667
Yes,0.873048,0.620690,0.107143,0,0,0,1.000000
Yes,0.838295,0.529412,0.000000,0,0,0,1.000000
Yes,0.626734,0.258065,0.045455,0,0,5,0.000000
Yes,0.684720,0.222222,0.357143,0,0,2,0.000000
No,0.779223,0.392857,0.000000,0,0,2,0.500000
Yes,0.894253,0.640000,0.047619,0,0,2,0.866667
No,0.851255,0.384615,0.235294,0,0,2,0.333333
Yes,0.861400,0.483871,0.000000,0,0,2,0.600000
No,0.686088,0.280000,0.058824,1,1,1,0.750000
Yes,0.720660,0.222222,0.250000,0,0,3,0.500000
Yes,0.804928,0.565217,0.000000,0,0,3,0.500000
No,0.942877,0.458333,0.150000,0,0,1,0.875000
No,0.801918,0.458333,0.058824,0,0,1,0.000000
Yes,0.844595,0.555556,0.100000,0,0,6,0.250000
Yes,0.979907,0.387097,0.000000,0,0,2,0.777778
Yes,0.798973,0.392857,0.227273,0,0,9,0.100000
Yes,0.932426,0.555556,0.200000,0,0,0,1.000000
Yes,0.909921,0.708333,0.200000,0,0,3,0.500000
Yes,0.756049,0.409091,0.400000,0,0,0,1.000000
Yes,0.699986,0.090909,0.000000,0,0,3,0.000000
Yes,0.717004,0.400000,0.187500,0,0,0,1.000000
Yes,0.849109,0.619048,0.111111,0,0,2,0.500000
Yes,0.886809,0.500000,0.238095,0,0,3,0.250000
Yes,0.859011,0.562500,0.166667,0,0,2,0.714286
Yes,0.904724,0.636364,0.176471,0,0,1,0.666667
No,0.787597,0.448276,0.130435,0,0,13,0.350000
Yes,0.726386,0.470588,0.142857,0,0,2,0.666667
No,0.803403,0.433333,0.200000,0,0,1,0.000000
No,0.667550,0.318182,0.315789,0,0,0,1.000000
No,0.799793,0.500000,0.529412,0,0,1,0.666667
Yes,0.635639,0.294118,0.083333,0,0,0,1.000000
Yes,0.884233,0.650000,0.117647,0,0,1,0.666667
Yes,0.932176,0.800000,0.125000,0,0,3,0.666667
Yes,0.918512,0.590909,0.117647,0,0,0,1.000000
Yes,0.879333,0.533333,0.185185,0,0,1,0.000000
Yes,0.890910,0.411765,0.272727,0,0,0,1.000000
Yes,0.886983,0.388889,0.076923,0,0,0,1.000000
Yes,0.832757,0.238095,0.076923,0,0,0,1.000000
Yes,0.916015,0.666667,0.277778,0,0,1,0.900000
Yes,0.854737,0.478261,0.000000,0,0,0,1.000000
Yes,0.963981,0.678571,0.136364,0,0,0,1.000000
No,0.693628,0.307692,0.055556,0,0,5,0.166667
Yes,0.929226,0.766667,0.103448,0,0,4,0.500000
No,0.703358,0.333333,0.444444,1,1,2,0.714286
Yes,0.782154,0.444444,0.000000,0,0,5,0.166667
Yes,0.731636,0.333333,0.153846,0,0,3,0.400000
Yes,0.869597,0.555556,0.333333,0,0,1,0.750000
Yes,0.911664,0.740741,0.080000,0,0,2,0.333333
Yes,0.845985,0.470588,0.363636,0,0,2,0.000000
Yes,0.883332,0.703704,0.181818,0,0,0,1.000000
Yes,0.816790,0.380952,0.416667,0,0,1,0.800000
Yes,0.819535,0.380952,0.230769,0,0,4,0.000000
Yes,0.915613,0.571429,0.086957,0,0,4,0.733333
Yes,0.865979,0.433333,0.041667,0,0,1,0.875000
Yes,0.740679,0.250000,0.235294,0,0,5,0.000000
Yes,0.856312,0.481481,0.142857,0,0,2,0.333333
Yes,0.876772,0.400000,0.105263,0,0,5,0.166667
No,0.828879,0.391304,0.285714,0,0,1,0.500000
No,0.813466,0.466667,0.090909,0,0,0,1.000000
No,0.675500,0.105263,0.250000,0,0,5,0.000000
Yes,0.829774,0.466667,0.086957,0,0,2,0.000000
No,0.645095,0.312500,0.090909,0,0,2,0.666667
Yes,0.912397,0.520000,0.352941,0,0,0,1.000000
Yes,0.909550,0.571429,0.263158,0,0,0,1.000000
No,0.745327,0.230769,0.117647,0,0,13,0.133333
Yes,0.816112,0.392857,0.095238,0,0,0,1.000000
No,0.734471,0.250000,0.125000,0,0,17,0.105263
Yes,0.800432,0.440000,0.272727,0,0,2,0.000000
Yes,0.776854,0.411765,0.142857,0,0,1,0.750000
Yes,0.716781,0.296296,0.050000,0,0,2,0.333333
Yes,0.966848,0.730769,0.038462,0,0,0,1.000000
Yes,0.888957,0.650000,0.235294,0,0,1,0.800000
No,0.781105,0.378378,0.107143,0,0,0,1.000000
Yes,0.925085,0.703704,0.043478,0,0,0,1.000000
No,0.838583,0.416667,0.333333,0,0,1,0.666667
No,0.748639,0.400000,0.235294,0,0,4,0.200000
No,0.664469,0.222222,0.052632,0,0,8,0.000000
Yes,0.873858,0.551724,0.238095,0,0,4,0.500000
Yes,0.825380,0.466667,0.227273,0,0,2,0.000000
Yes,0.846567,0.541667,0.052632,0,0,5,0.285714
Yes,0.657607,0.277778,0.214286,0,0,1,0.666667
No,0.699921,0.055556,0.100000,0,0,8,0.200000
No,0.842237,0.586207,0.153846,0,0,4,0.200000
No,0.649536,0.192308,0.058824,0,0,4,0.000000
Yes,0.848140,0.520000,0.352941,0,0,1,0.666667
Yes,0.914550,0.724138,0.200000,0,0,3,0.500000
Yes,0.785297,0.538462,0.333333,0,0,0,1.000000
Yes,0.702011,0.136364,0.000000,0,0,7,0.125000
Yes,0.953681,0.766667,0.066667,0,0,2,0.600000
No,0.602699,0.260870,0.235294,1,1,3,0.400000
Yes,0.762951,0.285714,0.250000,0,0,5,0.285714
Yes,0.731468,0.333333,0.105263,0,0,9,0.100000
No,0.805487,0.482759,0.285714,0,0,2,0.750000
Yes,0.854740,0.444444,0.304348,0,0,4,0.428571
Yes,0.787488,0.400000,0.250000,0,0,0,1.000000
Yes,0.764187,0.300000,0.312500,0,0,1,0.000000
No,0.508859,0.187500,0.375000,1,1,3,0.500000
Yes,0.806240,0.480000,0.052632,1,1,1,0.666667
No,0.787684,0.500000,0.333333,0,0,3,0.000000
Yes,0.840313,0.482759,0.142857,0,0,0,1.000000
Yes,0.798111,0.550000,0.277778,0,0,0,1.000000
Yes,0.828380,0.333333,0.133333,0,0,6,0.000000
Yes,0.696488,0.250000,0.250000,1,1,2,0.000000
Yes,0.939101,0.714286,0.142857,0,0,2,0.777778
No,0.763740,0.269231,0.428571,0,0,8,0.333333
Yes,0.788130,0.352941,0.181818,0,0,3,0.250000
No,0.721797,0.423077,0.142857,0,0,1,0.750000
No,0.592986,0.315789,0.083333,1,1,0,1.000000
No,0.818072,0.444444,0.529412,0,0,2,0.500000
Yes,0.830645,0.520000,0.105263,0,0,4,0.000000
Yes,0.870965,0.375000,0.350000,0,0,10,0.375000
Yes,0.901929,0.636364,0.200000,0,0,0,1.000000
Yes,0.920843,0.600000,0.045455,0,0,0,1.000000
Yes,0.741792,0.368421,0.000000,0,0,2,0.500000
Yes,0.985862,0.892857,0.000000,0,0,0,1.000000
No,0.663206,0.315789,0.071429,0,0,2,0.333333
Yes,0.834341,0.464286,0.090909,0,0,1,0.500000
No,0.849276,0.526316,0.125000,0,0,1,0.833333
No,0.762671,0.173913,0.416667,0,0,8,0.111111
No,0.643649,0.304348,0.142857,0,0,3,0.000000
Yes,0.741585,0.250000,0.176471,0,0,12,0.142857
Yes,0.924179,0.608696,0.052632,0,0,2,0.600000
Yes,0.854101,0.457143,0.137931,0,0,5,0.583333
Yes,0.694040,0.266667,0.111111,0,0,0,1.000000
Yes,0.891609,0.560000,0.142857,0,0,0,1.000000
Yes,0.915408,0.640000,0.045455,0,0,1,0.750000
Yes,0.928608,0.620690,0.111111,0,0,1,0.666667
Yes,0.979136,0.612903,0.000000,0,0,0,1.000000
Yes,0.815278,0.272727,0.250000,0,0,1,0.833333
Yes,0.878090,0.576923,0.250000,0,0,1,0.666667
Yes,0.949644,0.565217,0.000000,0,0,0,1.000000
Yes,0.780803,0.318182,0.230769,0,0,4,0.000000
No,0.886646,0.555556,0.200000,0,0,2,0.777778
Yes,0.787594,0.166667,0.250000,0,0,3,0.571429
Yes,0.941020,0.740741,0.290323,0,0,0,1.000000
Yes,0.750968,0.095238,0.230769,0,0,4,0.200000
No,0.678759,0.150000,0.333333,0,0,6,0.250000
Yes,0.881950,0.516129,0.068966,0,0,0,1.000000
Yes,0.906525,0.692308,0.296296,0,0,3,0.700000
Yes,0.841571,0.521739,0.466667,0,0,0,1.000000
No,0.832620,0.263158,0.153846,0,0,2,0.600000
Yes,0.874570,0.629630,0.120000,0,0,1,0.875000
No,0.793543,0.148148,0.000000,0,0,5,0.285714
Yes,0.881529,0.615385,0.150000,0,0,4,0.333333
Yes,0.780029,0.419355,0.090909,0,0,6,0.000000
No,0.676271,0.285714,0.166667,0,0,6,0.000000
Yes,0.882982,0.592593,0.047619,0,0,2,0.333333
No,0.823520,0.434783,0.333333,0,0,0,1.000000
Yes,0.810444,0.318182,0.187500,0,0,0,1.000000
No,0.800291,0.260870,0.071429,0,0,1,0.800000
Yes,0.755603,0.250000,0.214286,0,0,3,0.250000
No,0.891599,0.633333,0.200000,0,0,1,0.500000
Yes,0.905038,0.615385,0.250000,0,0,1,0.500000
No,0.798805,0.370370,0.227273,0,0,4,0.600000
Yes,0.727557,0.407407,0.000000,0,0,1,0.000000
Yes,0.713183,0.285714,0.076923,0,0,2,0.500000
Yes,0.805812,0.375000,0.473684,0,0,3,0.500000
Yes,0.854447,0.285714,0.071429,0,0,8,0.111111
No,0.651230,0.105263,0.166667,0,0,3,0.400000
Yes,0.828217,0.153846,0.176471,0,0,0,1.000000
No,0.785973,0.421053,0.153846,0,0,0,1.000000
Yes,0.883176,0.600000,0.285714,0,0,0,1.000000
Yes,0.960259,0.680000,0.200000,0,0,0,1.000000
Yes,0.920452,0.818182,0.000000,0,0,2,0.000000
Yes,0.782503,0.423077,0.150000,0,0,3,0.400000
Yes,0.807659,0.468750,0.115385,0,0,2,0.714286
Yes,0.891188,0.640000,0.263158,0,0,3,0.250000
Yes,0.897303,0.692308,0.000000,0,0,0,1.000000
Yes,0.871075,0.681818,0.000000,0,0,2,0.500000
Yes,0.831183,0.466667,0.192308,0,0,2,0.600000
Yes,0.895426,0.709677,0.038462,0,0,1,0.909091
No,0.871125,0.592593,0.357143,1,1,0,1.000000
No,0.765729,0.217391,0.388889,0,0,1,0.000000
Yes,0.658582,0.210526,0.083333,0,0,1,0.000000
No,0.852863,0.406250,0.526316,0,0,0,1.000000
Yes,0.863073,0.608696,0.000000,0,0,3,0.000000
Yes,0.953491,0.703704,0.038462,0,0,1,0.857143
Yes,0.739480,0.375000,0.235294,0,0,3,0.000000
Yes,0.856162,0.640000,0.086957,0,0,0,1.000000
Yes,0.897468,0.555556,0.190476,0,0,0,1.000000
No,0.736212,0.230769,0.166667,0,0,8,0.000000
Yes,0.753410,0.347826,0.066667,0,0,1,0.000000
Yes,0.750350,0.333333,0.117647,0,0,3,0.400000
Yes,0.784110,0.521739,0.187500,0,0,3,0.500000
Yes,0.863998,0.545455,0.105263,0,0,2,0.000000
No,0.800047,0.416667,0.058824,0,0,1,0.000000
Yes,0.918173,0.619048,0.266667,0,0,2,0.777778
Yes,0.956158,0.600000,0.260870,0,0,3,0.625000
Yes,0.833645,0.652174,0.111111,0,0,5,0.444444
Yes,0.755897,0.354839,0.200000,0,0,3,0.000000
No,0.822089,0.451613,0.000000,0,0,6,0.000000
No,0.832301,0.269231,0.357143,0,0,3,0.750000
Yes,0.769256,0.227273,0.133333,0,0,2,0.600000
Yes,0.758981,0.448276,0.350000,1,1,2,0.333333
Yes,0.772342,0.428571,0.333333,0,0,0,1.000000
Yes,0.878331,0.700000,0.000000,0,0,1,0.666667
Yes,0.886467,0.516129,0.040000,0,0,1,0.500000
Yes,0.696582,0.258065,0.260870,0,0,6,0.250000
No,0.787995,0.120000,0.294118,0,0,10,0.000000
No,0.767404,0.392857,0.500000,0,0,0,1.000000
Yes,0.854652,0.517241,0.115385,0,0,0,1.000000
No,0.735183,0.176471,0.222222,1,1,4,0.000000
Yes,0.693955,0.210526,0.000000,0,0,6,0.250000
No,0.738441,0.391304,0.250000,0,0,0,1.000000
No,0.859870,0.612903,0.103448,0,0,0,1.000000
No,0.721320,0.238095,0.000000,0,0,9,0.181818
Yes,0.996131,0.473684,0.000000,0,0,0,1.000000
Yes,0.831960,0.500000,0.250000,0,0,1,0.500000
No,0.659272,0.250000,0.055556,0,0,3,0.500000
Yes,0.875099,0.700000,0.125000,0,0,1,0.000000
Yes,0.863025,0.653846,0.074074,0,0,1,0.500000
No,0.792430,0.320000,0.058824,0,0,13,0.000000
Yes,0.790068,0.400000,0.461538,0,0,4,0.000000
Yes,0.979590,0.523810,0.133333,0,0,0,1.000000
No,0.653628,0.111111,0.500000,1,1,4,0.333333
Yes,0.778833,0.360000,0.000000,0,0,2,0.600000
Yes,0.890588,0.590909,0.375000,0,0,3,0.769231
No,0.809413,0.347826,0.200000,0,0,1,0.000000
Yes,0.803439,0.562500,0.250000,0,0,2,0.600000
Yes,0.768157,0.291667,0.222222,0,0,0,1.000000
No,0.814460,0.294118,0.043478,0,0,10,0.166667
Yes,0.912729,0.566667,0.142857,1,1,1,0.500000
No,0.697137,0.160000,0.071429,1,1,9,0.000000
