quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,line,text
Yes,1.375,0.5,0.940286867,0,0,0,1,0.840439265,4,0.428571429,0.915870555,1,0.666666667,0.989744778,1,0.666666667,0.984649288,1,0.666666667,0.989744778,0.840439265,2915,"Like Viacom, GE -- parent of NBC -- is also seen as a less enthusiastic bidder compared to the likes of Bronfman or Davis. | Like Viacom, General Electric is seen as a less enthusiastic bidder compared with Bronfman or Davis."
No,0.857143,0.133333,0.777664295,0,0,2,0.333333333,0.631193645,4,0.428571429,0.897622673,5,0.166666667,0.81144566,5,0.166666667,0.810029907,5,0.166666667,0.897622673,0.631193645,2916,He was revived but was pronounced dead at Virginia Medical Center in Arlington. | He was declared dead on arrival at Virginia Hospital Center in Arlington at 9:13 a.m.
Yes,1,0.105263,0.94742615,0,0,0,1,0.858576129,1,0.666666667,0.825571526,1,0.666666667,0.968366238,1,0.666666667,0.986441657,1,0.666666667,0.986441657,0.825571526,2917,"The proceedings were taken up with prosecutors outlining their case against Amrozi, reading 33 pages of documents outlining allegations against him. | Proceedings were taken up with prosecutors outlining their case against Amrozi, reading a 33-page accusation letter to the court."
Yes,0.9375,0.0625,0.883142633,0,0,0,1,0.722123032,2,0,0.845267004,0,1,0.96594161,0,1,0.983817632,0,1,0.983817632,0.722123032,2918,He urged the US to provide clear rules on what would happen at possible trials. | Government sources said Mr Howard urged the US to provide clear rules governing any potential trials.
Yes,1,0.041667,0.901155511,1,1,0,1,0.845010434,0,1,0.971528767,1,0.666666667,0.975397009,1,0.666666667,0.978718542,1,0.666666667,0.978718542,0.845010434,2919,"Scruggs, who did not testify, was cleared of a second charge of failing to provide her son with proper medical and psychological care. | The six-member jury cleared Scruggs of a second charge that accused her of failing to provide her son with proper medical and psychological care."
Yes,1,0.0625,0.88411487,0,0,2,0.333333333,0.810285638,4,0.333333333,0.875234005,2,0.333333333,0.926386488,2,0.333333333,0.923895928,2,0.333333333,0.926386488,0.810285638,2920,The rebels suspended peace talks with the government April 21 citing a lack of progress. | The Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress.
Yes,0.954545,0.043478,0.982255048,0,0,0,1,0.922797613,0,1,0.979949847,0,1,1,0,1,0.983718227,0,1,1,0.922797613,2921,"The timing of [the miniseries] is absolutely staggering to me, Nancy Reagan said in a statement to Fox News Channel last week. | Nancy Reagan issued a statement last week to the Fox News Channel saying, ""The timing of [the miniseries] is absolutely staggering to me."
Yes,0.857143,0.136364,0.896679073,0,0,2,0,0.798324719,4,0.333333333,0.997459855,2,0,0.891411355,2,0,0.949702971,2,0,0.997459855,0.798324719,2922,"As you know, East Africa has been an area of terrorist threats and indeed terrorist attacks in the past."" | East Africa has been an area of terrorist threats and indeed terrorist attacks in the past, said State Department spokesman Philip Reeker."
Yes,0.941176,0.111111,0.913721637,0,0,1,0,0.908288512,2,0,0.997919753,1,0.8,0.985261493,1,0.8,0.988432882,1,0.8,0.997919753,0.908288512,2923,People who have this disorder absorb excessive amounts of iron which can lead to organ damage. | Haemochromatosis is a disorder in which people absorb excessive amounts of iron which can lead to organ damage.
Yes,0.913043,0.083333,0.964008081,0,0,0,1,0.941548105,0,1,0.944136228,0,1,1,0,1,0.999940212,0,1,1,0.941548105,2924,"Although deeply disapproved of in the Soviet Union, the Beatles popularity knew no bounds and far outreached any other Western rock music. | Although the Beatles were deeply disapproved of in the Soviet Union, their popularity knew no bounds and far outreached any other Western rock groups."
Yes,1,0,0.95270557,0,0,0,1,0.951477874,0,1,0.998969017,0,1,0.998890738,0,1,0.999341576,0,1,0.999341576,0.951477874,2925,"Mr. Berg says in an advertisement for it, ""More than my remembrances, this book intends to convey hers."" | In an advertisement for the book, Berg says, ""More than my remembrances, this book intends to convey hers."""
No,0.823529,0.176471,0.848846838,0,0,6,0.25,0.821432805,7,0.3,0.888704522,7,0.222222222,0.962677135,7,0.222222222,0.880394916,7,0.222222222,0.962677135,0.821432805,2926,"Shares of LendingTree rose $6.21, or 42 percent, to $20.90 after hitting $21.36 earlier. | LendingTree shares rose 43 percent, or $6.31, to $21, more than doubling in the last two months."
Yes,1.285714,0.25,0.855382722,0,0,1,0,0.717436861,1,0,0.840049408,2,0.333333333,0.962176726,2,0.333333333,0.942110206,2,0.333333333,0.962176726,0.717436861,2927,He said the district had been waiting for the subpoenas and had always planned to comply once it received them. | Mr. Caramore said the district waited for the subpoenas and planned to cooperate with the investigation.
Yes,1.210526,0.2,0.91608026,0,0,1,0.75,0.858181493,1,0.75,0.899268248,1,0.8,0.978586947,1,0.8,0.990240005,1,0.8,0.990240005,0.858181493,2928,"In their study, researchers tested the hearing of 479 men between 20 and 64 years old who were exposed to noise in their jobs. | Barrenas's team tested the hearing of 479 men, aged 20 to 64, who were exposed to noise in their jobs."
No,1.285714,0.272727,0.89009038,0,0,3,0.571428571,0.840769427,4,0.555555556,0.967078075,5,0.444444444,0.968752936,5,0.444444444,0.971571903,5,0.444444444,0.971571903,0.840769427,2929,"In May 2002, Malikah Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn for more than $20 million in damages after the MTA objected to their headdresses. | In May, Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn that seeks more than $20 million in damages, Hart said."
Yes,1.130435,0.208333,0.977076872,0,0,2,0.333333333,0.945801108,5,0.444444444,0.967208396,2,0.666666667,0.988327704,2,0.666666667,0.989018747,2,0.666666667,0.989018747,0.945801108,2930,"We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America, Levi Strauss Chief Executive Officer Phil Marineau said in a statement. | We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America, said Phil Marineau, the chief executive."
Yes,0.888889,0.1,0.874649884,0,0,2,0.333333333,0.724411792,2,0.5,0.820435781,2,0.333333333,0.945418817,2,0.333333333,0.906985855,2,0.333333333,0.945418817,0.724411792,2931,"In Nigeria alone, the report said, as many as 1 million women may be living with the condition. | In Nigeria alone, the report estimated that between 100,000 and 1 million girls and women are suffering from the condition."
Yes,1.411765,0.470588,0.889372985,0,0,4,0.5,0.867857579,5,0.545454545,0.938812791,6,0.4,0.983632341,6,0.4,0.987602628,6,0.4,0.987602628,0.867857579,2932,"Global HRT sales, which are dominated by Wyeth of the US, were worth $3.8bn in 2001, according to Data- monitor, the London-based market research company. | Global HRT sales were worth $3.8bn (2.4bn) in 2001, according to Datamonitor, the London-based market research company."
No,1.166667,0.076923,0.779572862,0,0,1,0.5,0.727856768,1,0.5,0.828230158,1,0.5,0.887274223,1,0.5,0.743964843,1,0.5,0.887274223,0.727856768,2933,Glover spoke at a news conference that included about 20 relatives of the victims. | About 20 family members of the victims were invited to the news conference.
Yes,0.961538,0.037037,0.948724656,0,0,1,0.666666667,0.856001557,4,0.555555556,0.963965424,2,0.6,0.976718642,2,0.6,0.980704425,2,0.6,0.980704425,0.856001557,2934,"The migrants were first spotted by a Coast Guard jet around 2 p.m. Tuesday and two small patrol boats were sent to the area, Doss said. | The Cubans were spotted by a Coast Guard jet around 2 p.m. Tuesday and two vessels were sent out to the area, Petty Officer Ryan Doss said."
No,1.071429,0.133333,0.861201817,0,0,1,0,0.75672386,1,0,0.859712874,2,0.5,0.975148248,2,0.5,0.977490739,2,0.5,0.977490739,0.75672386,2935,"Dunlap won both the swimsuit competition and the talent portion of the competition, singing ""If I Could."" | She won the talent portion singing ""If I Could"" and also won in evening wear."
Yes,1.105263,0.05,0.92182609,1,1,2,0,0.860680948,5,0.166666667,0.894724137,3,0,0.956636782,3,0,0.953109456,3,0,0.956636782,0.860680948,2936,"I don't want to be the candidate for guys with Confederate flags in their pickup trucks, said Missouri Congressman Dick Gephardt. | I still want to be the candidate for guys with Confederate flags in their pickup trucks, he told the Register."
Yes,0.736842,0.263158,0.920726626,0,0,2,0.6,0.895931873,2,0.75,0.932171492,3,0.5,0.926081166,3,0.5,0.937935149,3,0.5,0.937935149,0.895931873,2937,Market research firm Dell'Oro Group estimates this market will total $12 billion in 2004. | Market research firm Dell'Oro Group estimates that the Gigabit Ethernet switch market will total about US$12 billion in 2004.
Yes,1.130435,0.173913,0.945936292,0,0,0,1,0.935872744,0,1,0.933710931,0,1,0.998698707,0,1,0.971445272,0,1,0.998698707,0.933710931,2938,Robbins said he wants to take any network like ESPN that charges more than $1 per Cox customer and make those optional choices for consumers to buy. | Robbins said he wants to take networks such as ESPN that charge more than $1 per Cox customer and make them optional choices.
Yes,1.368421,0.35,0.923935102,0,0,1,0,0.807018171,2,0.5,0.933188698,4,0,0.793903731,4,0,0.801942658,4,0,0.933188698,0.793903731,2939,"Fourteen of those infected passengers sat within four seats of the SARS patient and two were flight attendants, said Mike Ryan, WHO's global coordinator for anti-SARS efforts. | Of those, 14 were passengers sitting within four seats of the SARS patient and two were flight attendants, Ryan said."
No,0.761905,0.272727,0.933923717,0,0,6,0.142857143,0.816026878,11,0.266666667,0.93172194,6,0.142857143,0.982828526,6,0.142857143,0.97137168,6,0.142857143,0.982828526,0.816026878,2940,"Shares of Berkeley, California-based Xoma dropped 89 cents, or 16 percent, to $4.60 in Instinet trading. | Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market."
Yes,1.333333,0.3125,0.894320144,0,0,3,0,0.814013584,6,0.5,0.980741332,3,0.25,0.951071176,3,0.25,0.960242812,3,0.25,0.980741332,0.814013584,2941,"It names Shelley, Los Angeles County Registrar of Voters Conny McCormack, and registrars in Orange and San Diego counties as defendants. | The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties."
Yes,1.2,0.2,0.957465846,0,0,5,0.166666667,0.827163275,8,0.333333333,0.967805826,5,0.166666667,0.960565923,5,0.166666667,0.976600691,5,0.166666667,0.976600691,0.827163275,2942,He reiterated Schroder's statement last week that Berlin would consider sending peacekeepers to Iraq only if requested by an interim Iraqi government or the United Nations under a U.N. mandate. | German Chancellor Gerhard Schroeder said last week that Berlin will consider sending peacekeepers only if requested by an interim Iraqi government or the United Nations.
Yes,1,0,0.934933061,0,0,0,1,0.834395309,0,1,0.842607289,1,0.5,0.929786301,1,0.5,0.878589818,1,0.5,0.934933061,0.834395309,2943,The four were remanded in custody and will appear before the magistrate's court again on July 8. | The men were remanded in custody and are due to appear again before court on July 8.
Yes,1.263158,0.263158,0.961648227,0,0,0,1,0.946151985,0,1,0.874776686,0,1,0.998431077,0,1,0.995354975,0,1,0.998431077,0.874776686,2944,"Four years ago, Nike was sued in state court by California activist Marc Kasky under a statute designed to protect consumers from false advertising. | Four years ago, California activist Marc Kasky sued Nike under a statute designed to protect consumers from false advertising."
Yes,1.105263,0.130435,0.985944949,0,0,0,1,0.960989272,0,1,0.998909186,2,0.714285714,0.961720759,2,0.714285714,0.96830559,2,0.714285714,0.998909186,0.960989272,2945,"At one of the three sampling sites at Huntington Beach, the bacteria reading came back at 160 on June 16 and at 120 on June 23. | The readings came back at 160 on June 16 and 120 at June 23 at one of three sampling sites at Huntington Beach."
Yes,1.176471,0.166667,0.906484912,0,0,0,1,0.854794041,2,0.5,0.964961109,3,0.4,0.951339776,3,0.4,0.947894203,3,0.4,0.964961109,0.854794041,2946,"This will put a severe crimp in our reserves, O'Keefe said Friday during a roundtable discussion with reporters at NASA headquarters. | This is going to put a severe crimp in our reserves, O'Keefe said during a breakfast with reporters."
Yes,1.25,0.25,0.882575448,0,0,0,1,0.737913398,0,1,0.840241152,2,0,0.94632782,2,0,0.916850952,2,0,0.94632782,0.737913398,2947,The next court session will be when the three-judge tribunal announces its verdict in mid-February. | The court's three-judge tribunal was expected to give its verdict next February.
Yes,0.958333,0.111111,0.924344732,0,0,0,1,0.877171457,0,1,0.936963753,4,0.333333333,0.962822243,4,0.333333333,0.96468637,4,0.333333333,0.96468637,0.877171457,2948,Microsoft has won a patent for an instant messaging feature that notifies users when the person they are communicating with is typing a message. | Microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message.
No,1.1875,0.176471,0.869208094,0,0,2,0.5,0.818823469,3,0.727272727,0.994141605,3,0.4,0.911574114,3,0.4,0.891427597,3,0.4,0.994141605,0.818823469,2949,"Freddie Mac shares fell $1.49, to $50.01, on the New York Stock Exchange after official acknowledgment of the criminal investigation. | Freddie Mac shares fell $1.50 on Wednesday, to close at $50 on the New York Stock Exchange."
Yes,0.8125,0.235294,0.847549418,0,0,0,1,0.746659568,0,1,0.966235393,0,1,0.977107947,0,1,0.887307122,0,1,0.977107947,0.746659568,2950,"X2 took in $17.1 million for a total three-week take of $174 million. | Elsewhere in theaters this weekend, ""X2"" earned $17.1 million to raise its three-week total to $174 million."
Yes,1,0,0.811983204,0,0,0,1,0.69759011,1,0,0.836468631,0,1,0.961998366,0,1,0.971355496,0,1,0.971355496,0.69759011,2951,Four other men who were also charged in June have already pleaded guilty. | Four of the defendants have pleaded guilty to weapons charges and other counts.
Yes,0.733333,0.2,0.8621873,0,0,0,1,0.693733191,0,1,0.793738278,1,0,0.92003214,1,0,0.731930349,1,0,0.92003214,0.693733191,2952,"But its most popular comedy, Friends, is going into its last season. | But its most popular comedy, Friends, will sign off after a two-hour finale next May."
No,1,0,0.836864551,0,0,0,1,0.587184593,3,0.25,0.859520866,3,0,0.911944716,3,0,0.87861201,3,0,0.911944716,0.587184593,2953,"He was arrested Tuesday night at a northwest Atlanta tire shop after a national manhunt. | He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off."
Yes,1.055556,0.055556,0.8243324,0,0,2,0.333333333,0.692664731,4,0.2,0.97667245,4,0.2,0.978174986,4,0.2,0.918342714,4,0.2,0.978174986,0.692664731,2954,NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade. | Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.
Yes,1.333333,0.333333,0.827135928,0,0,2,0.5,0.777004975,3,0.571428571,0.984423901,2,0.5,0.953189569,2,0.5,0.967440365,2,0.5,0.984423901,0.777004975,2955,"The Lockheed Martin-built SIRTF is the last of NASA's Hubble-class ""Great Observatories."" | SIRTF is the last of NASA's so-called Great Observatories."
Yes,1.045455,0.090909,0.966164628,0,0,1,0.5,0.950223666,1,0.666666667,0.924415686,1,0.75,0.985882038,1,0.75,0.972012212,1,0.75,0.985882038,0.924415686,2956,"We're making these commitments first and foremost because we think it's the right thing to do, said Michael Mudd, spokesman for the Northfield-based company. | We're making these commitments first and foremost because we think it's the right thing to do, company spokesman Michael Mudd said yesterday."
Yes,0.95,0.095238,0.940778976,0,0,1,0.5,0.909240152,3,0.571428571,0.90123879,1,0.8,0.989947613,1,0.8,0.992192902,1,0.8,0.992192902,0.90123879,2957,"Sgt. Randy Force, a police spokesman, said O'Brien wasn't being charged with causing the crash because Reed was jaywalking. | Sergeant Randy Force, a police spokesman, said O'Brien wasn't being charged with causing the crash because the victim had been jaywalking."
No,0.75,0.125,0.836788058,1,1,0,1,0.730214691,0,1,0.834815348,2,0,0.8926334,2,0,0.942588167,2,0,0.942588167,0.730214691,2958,"I loved the Brazilian music I played. | I've played Brazilian music, but I'm not Brazilian."
Yes,0.909091,0.090909,0.941010963,0,0,0,1,0.915333489,0,1,0.996557609,3,0.25,0.974157226,3,0.25,0.97480785,3,0.25,0.996557609,0.915333489,2959,"The book, scheduled for release next month, is described by Franken as a criticism of right-wing leaders and media spokesmen. | The book, scheduled for publication next month, has been described by Franken as a criticism of right wing leaders and media spokespeople."
Yes,1.041667,0.037037,0.981803235,0,0,0,1,0.907795859,1,0.833333333,0.977147141,1,0.666666667,0.942339525,1,0.666666667,0.915050244,1,0.666666667,0.981803235,0.907795859,2960,"Federal investigators are looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week. | Federal agents said Friday they are investigating the thefts of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week."
Yes,1.4,0.375,0.775773723,0,0,2,0.5,0.711273734,6,0.333333333,0.698778421,3,0.4,0.914938048,3,0.4,0.86636707,3,0.4,0.914938048,0.698778421,2961,"The affidavit said British customs officials stopped al-Amoudi at Heathrow Airport last month when he was attempting to travel to Damascus, Syria. | The affidavit says al-Amoudi was detained Aug. 16 attempting to travel from London to Damascus, Syria."
Yes,1.047619,0.181818,0.97171223,0,0,0,1,0.908229224,2,0,0.874843302,0,1,0.998726016,0,1,0.997435491,0,1,0.998726016,0.874843302,2962,"New farmers say they have increased the numbers of dogs they keep for ""protection"" but former farmers say the packs are used to hunt depleted wildlife. | Farmers say they have increased the numbers of dogs they keep for protection, although some packs are used to hunt depleted wildlife."
Yes,0.6875,0.3125,0.882263203,0,0,2,0.5,0.828531508,2,0.5,0.895657387,2,0.6,0.996430671,2,0.6,0.992493039,2,0.6,0.996430671,0.828531508,2963,Albertson's and Kroger's Ralphs stores locked out their workers in response. | Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.
Yes,1.153846,0.153846,0.880582468,0,0,0,1,0.860723439,2,0.5,0.989655706,0,1,0.997557666,0,1,0.998824493,0,1,0.998824493,0.860723439,2964,The decision means that Qarase must invite up to eight Labor Party members into cabinet. | Mr Qarase must now invite up to eight Labour Party members into cabinet.
Yes,1.263158,0.315789,0.937653228,0,0,2,0.333333333,0.905863595,5,0.375,0.915933117,3,0.5,0.978760562,3,0.5,0.973857412,3,0.5,0.978760562,0.905863595,2965,"Landing on an aircraft carrier doesn't make up for the loss of 2.5 million jobs in America, said the senator, a much-decorated Vietnam War veteran. | Landing on an aircraft carrier doesn't make up for the loss of 2.7 million jobs in America, Kerry said."
Yes,1.2,0.1875,0.768224342,0,0,7,0.125,0.67796648,8,0.2,0.93445431,7,0.125,0.963001302,7,0.125,0.927562205,7,0.125,0.963001302,0.67796648,2966,"Kevin Rollins, Dell's president, received $770,962 in salary and a bonus of just more than $2-million in fiscal 2003. | Dell made $950,000 in salary and nearly $2.5 million in bonus pay during the fiscal year."
Yes,1.153846,0.153846,0.777675766,0,0,0,1,0.623652141,1,0.5,0.943500589,0,1,0.975540778,0,1,0.926520429,0,1,0.975540778,0.623652141,2967,"As part of his deal, Mr. Delainey has agreed to cooperate in the continuing investigation. | Dave Delainey agreed to cooperate with federal prosecutors in exchange for the plea."
Yes,0.944444,0.15,0.8480245,0,0,0,1,0.762775087,4,0.2,0.765696483,3,0.25,0.957252059,3,0.25,0.952299373,3,0.25,0.957252059,0.762775087,2968,The United States accuses Saddam loyalists of attacks on oilfields and pipelines crucial to Iraq's economic recovery. | Loyalists are also believed to be behind attacks on oil pipelines and fields that are crucial to Iraq's economic recovery.
Yes,0.857143,0.142857,0.952625862,0,0,0,1,0.843612002,2,0.5,0.978346402,1,0.75,0.941728144,1,0.75,0.869632606,1,0.75,0.978346402,0.843612002,2969,"Mall operators and retailers reported fewer people camping out for early-bird specials on Saturday morning, although many parking lots were crowded by early afternoon. | Mall operators and retailers reported fewer shoppers camping out for early-bird specials on Saturday morning, although parking lots were beginning to fill at some East Coast shopping centers."
Yes,1.052632,0.052632,0.927900246,0,0,0,1,0.896822865,0,1,0.972767666,2,0.666666667,0.988614476,2,0.666666667,0.985337392,2,0.666666667,0.988614476,0.896822865,2970,"Josephine Burke, who ran the unlicensed daycare, eventually served four months in prison on misdemeanor assault and child neglect charges. | Josephine Burke, who ran the illegal day care, served four months in prison on misdemeanor assault and child-neglect charges."
No,1.411765,0.388889,0.951705897,0,0,0,1,0.763063902,2,0.333333333,0.947455215,0,1,0.940769716,0,1,0.782875255,0,1,0.951705897,0.763063902,2971,"Bob Schindler: That's correct, and the strategy behind that is, we wanted to kind of smoke him out, to see where he was coming from. | We wanted to kind of smoke him out, to see where he was coming from, said Robert Schindler."
No,0.6875,0.3125,0.857040394,0,0,1,0.5,0.755776046,3,0.25,0.826186662,3,0.25,0.913311468,3,0.25,0.910136789,3,0.25,0.913311468,0.755776046,2972,"Judge Philpot told Dica: ""There is no evidence of your remorse. | A judge branded Mohammed Dica's behaviour ""despicable"" and added: ""There is no evidence of your remorse."""
No,0.909091,0,0.804627507,1,1,2,0,0.608645546,5,0.166666667,0.823014526,2,0,0.956641697,2,0,0.950702902,2,0,0.956641697,0.608645546,2973,"Earlier Friday, Taiwan reported 55 new cases but no new deaths. | Yesterday, Taiwan reported 65 new cases, its biggest one-day increase yet."
Yes,0.923077,0.111111,0.977371839,0,0,1,0,0.861547433,1,0.857142857,0.922112858,1,0,0.960959337,1,0,0.94850231,1,0,0.977371839,0.861547433,2974,Hedge funds came under renewed scrutiny recently when New York Attorney General Eliot Spitzer unveiled a probe of illegal trading in mutual fund shares. | The industry came under renewed scrutiny recently with the launch by New York Attorney General Eliot Spitzer of an investigation of illegal trading in mutual fund shares.
Yes,0.923077,0.076923,0.868394814,0,0,6,0.142857143,0.827117392,6,0.25,0.925122372,6,0.142857143,0.973206415,6,0.142857143,0.969271785,6,0.142857143,0.973206415,0.827117392,2975,"Operating revenue fell 4.5 percent to $2.3 billion from a year earlier. | Operating revenues were down about 1 percent to $4.55 billion, from $4.59 billion."
No,1.428571,0.428571,0.926780162,0,0,0,1,0.891058994,0,1,0.996205287,2,0.333333333,0.941213911,2,0.333333333,0.946835536,2,0.333333333,0.996205287,0.891058994,2976,"As they wound through police barricades to the funeral home, many chanted ""Celia, Celia"" and sang snippets of her songs. | As they wound through police barricades to the funeral home, many chanted ""Celia, Celia."""
No,1.090909,0.25,0.830227626,0,0,4,0.2,0.820402448,4,0.2,0.939316708,4,0.333333333,0.993083828,4,0.333333333,0.997687687,4,0.333333333,0.997687687,0.820402448,2977,"In 2001, 8.4 per cent of six-year-olds and 15 per cent of 15-year-olds were obese. | One in seven 15-year-olds and nearly one in 10 six-year-olds are obese."
No,1.538462,0.538462,0.848741153,1,1,1,0.5,0.651483764,2,0.6,0.94127617,4,0.2,0.912093215,4,0.2,0.889210063,4,0.2,0.94127617,0.651483764,2978,"Most of the alleged spammers engaged in fraudulent or deceptive practices, said Brad Smith, Microsoft's senior VP and general counsel. | Spam knows no borders, said Brad Smith, Microsoft's senior vice-president and general counsel."
Yes,1.363636,0.333333,0.752742387,0,0,2,0,0.730849002,5,0.5,0.953224801,2,0,0.738636514,2,0,0.668061266,2,0,0.953224801,0.668061266,2979,"Since December 2002, Evans has been the vice chair of the U.S. Chief Information Officers Council. | Evans is also the vice-chairman of the Federal Chief Information Officers Council."
No,0.75,0.1875,0.839919424,0,0,0,1,0.607600906,3,0,0.783069767,3,0,0.950002134,3,0,0.932058924,3,0,0.950002134,0.607600906,2980,"Companies that fall under that definition are subject to much less stringent regulation. | Phone companies, which have argued that DSL should be subject to less regulation, had mixed reaction."
Yes,0.95,0,0.985535564,0,0,1,0.5,0.943580263,2,0.5,0.999881764,0,1,0.999707714,0,1,0.966228557,0,1,0.999881764,0.943580263,2981,"Many of the countries affected, like Colombia and Ecuador, are considered critical to the administration's efforts to bring stability to the Western Hemisphere. | Many of the affected countries, such as Colombia and Ecuador, are considered critical to the administration's efforts to bring stability to this hemisphere."
Yes,0.947368,0,1,0,0,0,1,1,0,1,0.999993142,1,0.857142857,0.984280032,1,0.857142857,0.99194691,1,0.857142857,1,0.984280032,2982,"The huge bottom-line loss stemmed from a 1.5 billion pound assets writedown, on top of a 3.5 billion first-half charge. | The huge bottom line loss stemmed from a 1.5 billion-pound asset writedown, on top of a 3.5 billion first-half charge."
No,1.05,0.095238,0.891023529,0,0,3,0.25,0.822283992,7,0.3,0.945769772,3,0.25,0.925386354,3,0.25,0.954565177,3,0.25,0.954565177,0.822283992,2983,"Police arrested a ""potential suspect"" Monday in the abduction of a 9-year-old who was found safe after two days, the police chief said. | Police have arrested a ""potential suspect"" in the abduction of 9-year-old Jennette Tamayo, San Jose Police Chief William Lansdowne said Monday."
Yes,0.857143,0.2,0.800927674,0,0,2,0.333333333,0.72515631,2,0.5,0.777764238,4,0.2,0.91225251,4,0.2,0.917565684,4,0.2,0.917565684,0.72515631,2984,BOCHK chief executive Liu Jinbao was transferred abruptly to Beijing last month. | He was chief executive of BOCHK until he was suddenly recalled to Beijing last month.
Yes,1.045455,0.041667,0.968301275,0,0,0,1,0.889896658,0,1,0.917431892,0,1,0.992701751,0,1,0.997132682,0,1,0.997132682,0.889896658,2985,"In case the company does not turn in the reports before the end of May, it is likely to be delisted, an SFC official said. | If the company did not turn in the results before the end of May, it was likely to be delisted, an SFC official said."
Yes,1.058824,0.111111,0.873388192,0,0,3,0.25,0.826022832,5,0.166666667,0.943747335,3,0.4,0.924301405,3,0.4,0.920608009,3,0.4,0.943747335,0.826022832,2986,"Watson, of Whitakers, N.C., was found guilty of making a false threat to detonate explosives, and destruction of federal property. | Dwight Watson, 50, was convicted of making a false threat to detonate explosives and of destroying federal property."
Yes,1,0,1,0,0,0,1,0.889783593,0,1,1,0,1,1,0,1,1,0,1,1,0.889783593,2987,"The gloves are off, said UNIFI official Rob O'Neill. | Unifi official Rob O'Neill said: ""The gloves are off."
Yes,1.1,0.1,0.882429373,0,0,2,0.333333333,0.808359302,2,0.5,0.962664633,3,0.25,0.933560449,3,0.25,0.956730341,3,0.25,0.962664633,0.808359302,2988,"Drax faced a financial crisis late last year after it lost its most lucrative sales contract, held with insolvent utility TXU Europe. | Drax’s troubles began late last year when it lost its most lucrative sales contract, with the insolvent utility TXU Europe."
Yes,0.8,0.192308,0.951162966,0,0,0,1,0.910241344,1,0.75,0.99828939,1,0.75,0.970071334,1,0.75,0.971089409,1,0.75,0.99828939,0.910241344,2989,It's one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms. | Giving up half the duties is one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms.
Yes,1.166667,0.105263,0.93179892,0,0,0,1,0.921693594,0,1,0.929963747,0,1,0.999173023,0,1,0.983819439,0,1,0.999173023,0.921693594,2990,"His harsh criticism of PLO chairman Yasser Arafat led to his books being banned for a time by the Palestinian Authority. | His harsh criticism of the PLO's chairman, Yasser Arafat, saw the Palestinian Authority ban his books for a time."
No,0.772727,0.24,0.940171319,1,1,0,1,0.884522755,2,0.333333333,0.925633677,4,0.428571429,0.971385614,4,0.428571429,0.969312959,4,0.428571429,0.971385614,0.884522755,2991,"The 2000 Democratic platform supported ""the full inclusion of gay and lesbian families in the life of the nation."" | The Democrat's 2000 platform didn't explicitly support gay marriages but backed ""the full inclusion of gay and lesbian families into the life of the nation."""
Yes,1.086957,0.04,0.918541312,0,0,2,0.5,0.891620711,3,0.666666667,0.957601079,2,0.5,0.933068561,2,0.5,0.965315939,2,0.5,0.965315939,0.891620711,2992,"We believe we are fully prepared to roll out the [touch-screen] machines for the 2004 presidential primary, said Gilles W. Burger, State Board of Elections chairman. | We believe we are fully prepared to roll out the revised Diebold machines, said Gilles W. Burger, chairman of the Maryland State Board of Elections."
No,0.8,0.25,0.898197712,0,0,0,1,0.722340241,2,0,0.96980492,2,0,0.946448928,2,0,0.952032523,2,0,0.96980492,0.722340241,2993,He has a preliminary hearing Thursday to determine whether he'll stand trial. | The question is whether there will be a hearing to determine if Bryant will stand trial.
Yes,1.3,0.3,0.86645531,0,0,2,0,0.724524996,2,0,0.817981307,2,0.6,0.972812497,2,0.6,0.973883646,2,0.6,0.973883646,0.724524996,2994,"They were an inspirational couple, selfless and courageous, said the Oscar-winning film director. | He said: “They were an inspirational couple, selfless and courageous."
Yes,1.2,0.090909,0.930727294,0,0,0,1,0.645714068,0,1,0.83887724,0,1,0.931487999,0,1,0.897041599,0,1,0.931487999,0.645714068,2995,"But I would rather be talking about high standards than low standards."" | I would rather be talking about positive numbers rather than negative."
