quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,text
Yes,1.1875,0.117647,0.952469381,0,0,0,1,0.918511972,0,1,0.983195597,1,0.5,0.923764292,1,0.5,0.924537529,1,0.5,0.983195597,0.918511972,3361
Yes,0.769231,0.185185,0.9349604,0,0,0,1,0.879333115,1,0,0.999707637,0,1,0.998538029,0,1,0.999663627,0,1,0.999707637,0.879333115,3362
Yes,1.181818,0.272727,0.930859998,0,0,0,1,0.890910435,0,1,0.891718596,0,1,0.940250602,0,1,0.969850949,0,1,0.969850949,0.890910435,3363
Yes,0.923077,0.076923,0.956667659,0,0,0,1,0.886982559,0,1,0.686427323,1,0.666666667,0.984324664,1,0.666666667,0.984633111,1,0.666666667,0.984633111,0.686427323,3364
Yes,1,0.076923,0.826590849,0,0,0,1,0.832757103,0,1,0.754636035,3,0,0.937297556,3,0,0.957561116,3,0,0.957561116,0.754636035,3365
Yes,0.764706,0.277778,0.959480169,0,0,0,1,0.916015134,1,0.9,0.999991514,0,1,0.998219572,0,1,0.9569241,0,1,0.999991514,0.916015134,3366
Yes,0.888889,0,0.933182493,0,0,0,1,0.854736779,0,1,0.965016638,4,0,0.967557546,4,0,0.873869667,4,0,0.967557546,0.854736779,3367
Yes,1.136364,0.136364,0.980745513,0,0,0,1,0.963980873,0,1,0.972695672,0,1,0.99981597,0,1,0.988797224,0,1,0.99981597,0.963980873,3368
No,1,0.055556,0.904505181,0,0,1,0,0.693628338,5,0.166666667,0.914902625,4,0,0.912406845,4,0,0.86405493,4,0,0.914902625,0.693628338,3369
Yes,0.892857,0.103448,0.952155321,0,0,2,0.5,0.92922576,4,0.5,0.992738292,2,0.6,0.950001745,2,0.6,0.946619814,2,0.6,0.992738292,0.92922576,3370
No,1.571429,0.444444,0.889341481,1,1,0,1,0.703358404,2,0.714285714,0.809999414,2,0.5,0.969064932,2,0.5,0.960731519,2,0.5,0.969064932,0.703358404,3371
Yes,1,0,0.899605165,0,0,4,0.2,0.782154017,5,0.166666667,0.962288357,6,0.25,0.962648164,6,0.25,0.970695745,6,0.25,0.970695745,0.782154017,3372
Yes,0.846154,0.153846,0.880311738,0,0,2,0.333333333,0.731636251,3,0.4,0.990824243,2,0.333333333,0.82320984,2,0.333333333,0.804861582,2,0.333333333,0.990824243,0.731636251,3373
Yes,1.333333,0.333333,0.878666407,0,0,0,1,0.869597343,1,0.75,0.985787622,0,1,1,0,1,0.975397375,0,1,1,0.869597343,3374
Yes,0.958333,0.08,0.976219719,0,0,1,0,0.911663707,2,0.333333333,0.984931045,1,0.5,0.915982746,1,0.5,0.892008173,1,0.5,0.984931045,0.892008173,3375
Yes,1.272727,0.363636,0.942155253,0,0,0,1,0.845985488,2,0,0.88528856,0,1,1,0,1,0.989432303,0,1,1,0.845985488,3376
Yes,1.090909,0.181818,0.947726765,0,0,0,1,0.883332372,0,1,0.975825901,3,0.25,0.951905297,3,0.25,0.974160636,3,0.25,0.975825901,0.883332372,3377
Yes,1.416667,0.416667,0.937473288,0,0,1,0.75,0.816790481,1,0.8,0.904589641,1,0.75,0.998664649,1,0.75,0.992989183,1,0.75,0.998664649,0.816790481,3378
Yes,1.230769,0.230769,0.885454925,0,0,0,1,0.819534654,4,0,0.769132203,1,0.8,0.983223557,1,0.8,0.969199241,1,0.8,0.983223557,0.769132203,3379
Yes,0.913043,0.086957,0.987150603,0,0,4,0.555555556,0.915613164,4,0.733333333,0.987130171,4,0.555555556,0.999682935,4,0.555555556,0.995819114,4,0.555555556,0.999682935,0.915613164,3380
Yes,0.954545,0.041667,0.908318747,0,0,0,1,0.865978823,1,0.875,0.910689448,2,0.666666667,0.969390216,2,0.666666667,0.961533,2,0.666666667,0.969390216,0.865978823,3381
Yes,0.764706,0.235294,0.823835554,0,0,3,0,0.740679496,5,0,0.912000293,3,0.4,0.943295068,3,0.4,0.941987896,3,0.4,0.943295068,0.740679496,3382
Yes,1.105263,0.142857,0.974691351,0,0,0,1,0.856312058,2,0.333333333,0.910479648,0,1,0.999995657,0,1,0.916519773,0,1,0.999995657,0.856312058,3383
Yes,0.944444,0.105263,0.945200552,0,0,0,1,0.876771725,5,0.166666667,0.999713085,0,1,0.95688468,0,1,0.927936766,0,1,0.999713085,0.876771725,3384
No,1.285714,0.285714,0.923390784,0,0,1,0.5,0.828879229,1,0.5,0.920449087,2,0.6,0.963732881,2,0.6,0.958064927,2,0.6,0.963732881,0.828879229,3385
No,1,0.090909,0.851120761,0,0,0,1,0.813465743,0,1,0.83950345,0,1,0.96309859,0,1,0.877035972,0,1,0.96309859,0.813465743,3386
No,0.75,0.25,0.72853121,0,0,3,0,0.675500187,5,0,0.532167834,3,0.25,0.994492735,3,0.25,0.978923878,3,0.25,0.994492735,0.532167834,3387
Yes,1.095238,0.086957,0.956520734,0,0,1,0,0.82977434,2,0,0.937200732,2,0.333333333,0.961332069,2,0.333333333,0.98196708,2,0.333333333,0.98196708,0.82977434,3388
No,0.909091,0.090909,0.768239564,0,0,0,1,0.645095282,2,0.666666667,0.854184886,1,0,0.836633367,1,0,0.845784019,1,0,0.854184886,0.645095282,3389
Yes,1.235294,0.352941,0.944896409,0,0,0,1,0.912396949,0,1,0.730046291,0,1,1,0,1,0.993408434,0,1,1,0.730046291,3390
Yes,0.736842,0.263158,0.9721126,0,0,0,1,0.909550033,0,1,0.997876186,0,1,0.992499214,0,1,0.99999998,0,1,0.99999998,0.909550033,3391
No,0.882353,0.117647,0.858413818,0,0,7,0.125,0.745326706,13,0.133333333,0.716521683,8,0.2,0.987283343,8,0.2,0.986468147,8,0.2,0.987283343,0.716521683,3392
Yes,0.95,0.095238,0.940900844,0,0,0,1,0.816111656,0,1,0.815959028,1,0,0.967938526,1,0,0.917619431,1,0,0.967938526,0.815959028,3393
No,0.875,0.125,0.820136267,0,0,11,0.083333333,0.734471219,17,0.105263158,0.730007763,12,0.076923077,0.968595066,12,0.076923077,0.963278437,12,0.076923077,0.968595066,0.730007763,3394
Yes,0.714286,0.272727,0.861087667,0,0,2,0,0.800431843,2,0,0.88181197,4,0.333333333,0.971756359,4,0.333333333,0.97998491,4,0.333333333,0.97998491,0.800431843,3395
Yes,0.777778,0.142857,0.913418565,0,0,0,1,0.776853519,1,0.75,0.926071851,4,0.2,0.936668261,4,0.2,0.96977652,4,0.2,0.96977652,0.776853519,3396
Yes,1.058824,0.05,0.802450753,0,0,2,0,0.716780898,2,0.333333333,0.725964496,3,0,0.92093823,3,0,0.910074645,3,0,0.92093823,0.716780898,3397
Yes,0.956522,0.038462,0.969646372,0,0,0,1,0.966848205,0,1,0.99787653,3,0.4,0.991460874,3,0.4,0.994575394,3,0.4,0.99787653,0.966848205,3398
Yes,1.357143,0.235294,0.903914492,0,0,0,1,0.888957255,1,0.8,0.999097144,0,1,0.976164781,0,1,0.998413388,0,1,0.999097144,0.888957255,3399
No,0.888889,0.107143,0.917843563,0,0,0,1,0.781105303,0,1,0.955265868,1,0.5,0.963638885,1,0.5,0.873732354,1,0.5,0.963638885,0.781105303,3400
Yes,1,0.043478,0.950981918,0,0,0,1,0.925084903,0,1,0.951693288,0,1,0.992057292,0,1,0.99839799,0,1,0.99839799,0.925084903,3401
No,1.266667,0.333333,0.940877198,0,0,0,1,0.838582849,1,0.666666667,0.893661422,2,0,0.891485796,2,0,0.88645986,2,0,0.940877198,0.838582849,3402
No,1.1875,0.235294,0.889101449,0,0,2,0,0.748638729,4,0.2,0.92604768,2,0,0.882148865,2,0,0.941469754,2,0,0.941469754,0.748638729,3403
No,0.941176,0.052632,0.826707636,0,0,4,0,0.664469424,8,0,0.95067203,4,0,0.939128718,4,0,0.889725566,4,0,0.95067203,0.664469424,3404
Yes,1.25,0.238095,0.931380419,0,0,2,0,0.87385792,4,0.5,0.914123565,2,0.333333333,0.937207255,2,0.333333333,0.959937743,2,0.333333333,0.959937743,0.87385792,3405
Yes,1.2,0.227273,0.951965576,0,0,2,0,0.825379659,2,0,0.953904382,3,0.571428571,0.993404076,3,0.571428571,0.988982731,3,0.571428571,0.993404076,0.825379659,3406
Yes,1.055556,0.052632,0.963919592,0,0,1,0.666666667,0.846566962,5,0.285714286,0.982286888,1,0.666666667,0.983272112,1,0.666666667,0.957004047,1,0.666666667,0.983272112,0.846566962,3407
Yes,0.769231,0.214286,0.889317134,0,0,0,1,0.657606822,1,0.666666667,0.741763799,1,0,0.953089138,1,0,0.936052668,1,0,0.953089138,0.657606822,3408
No,0.9,0.1,0.862869708,0,0,1,0,0.699921348,8,0.2,0.679448386,2,0,0.83508254,2,0,0.845680584,2,0,0.862869708,0.679448386,3409
No,0.84,0.153846,0.930023243,0,0,3,0.25,0.842237094,4,0.2,0.922528282,3,0.25,0.926958046,3,0.25,0.961099729,3,0.25,0.961099729,0.842237094,3410
No,0.9375,0.058824,0.889973422,0,0,4,0,0.649535592,4,0,0.942298881,4,0,0.954302607,4,0,0.942587347,4,0,0.954302607,0.649535592,3411
Yes,1.375,0.352941,0.94169928,0,0,1,0.5,0.848140166,1,0.666666667,0.915067691,3,0.25,0.917752035,3,0.25,0.944500535,3,0.25,0.944500535,0.848140166,3412
Yes,1.173913,0.2,0.966765984,0,0,0,1,0.914549903,3,0.5,0.938334048,0,1,0.989103183,0,1,0.968281982,0,1,0.989103183,0.914549903,3413
Yes,0.666667,0.333333,0.865974305,0,0,0,1,0.785296601,0,1,0.74131557,0,1,0.9554467,0,1,0.948194589,0,1,0.9554467,0.74131557,3414
Yes,0.923077,0,0.679988645,0,0,5,0,0.702010837,7,0.125,0.951420957,7,0,0.954130503,7,0,0.953933521,7,0,0.954130503,0.679988645,3415
Yes,0.962963,0.066667,0.961173405,0,0,0,1,0.953680678,2,0.6,0.998846401,0,1,0.99970354,0,1,0.999801941,0,1,0.999801941,0.953680678,3416
No,0.705882,0.235294,0.734046606,1,1,2,0,0.602698683,3,0.4,0.586156331,2,0,0.921455679,2,0,0.93160971,2,0,0.93160971,0.586156331,3417
Yes,1.25,0.25,0.837126736,0,0,1,0.5,0.762950879,5,0.285714286,0.741087688,1,0.5,0.863302579,1,0.5,0.7846695,1,0.5,0.863302579,0.741087688,3418
Yes,1.105263,0.105263,0.840902529,0,0,7,0.125,0.731468395,9,0.1,0.875447439,10,0.166666667,0.970938839,10,0.166666667,0.971491639,10,0.166666667,0.971491639,0.731468395,3419
No,0.791667,0.285714,0.903664984,0,0,0,1,0.80548717,2,0.75,0.954739125,2,0,0.923952841,2,0,0.930807654,2,0,0.954739125,0.80548717,3420
Yes,0.695652,0.304348,0.912477989,0,0,0,1,0.854740425,4,0.428571429,0.924525322,3,0.25,0.973171655,3,0.25,0.960135063,3,0.25,0.973171655,0.854740425,3421
Yes,0.75,0.25,0.821072827,0,0,0,1,0.787488002,0,1,0.730853738,0,1,0.913201816,0,1,0.865776393,0,1,0.913201816,0.730853738,3422
Yes,0.733333,0.3125,0.939016799,0,0,0,1,0.764187363,1,0,0.769552189,0,1,0.89068695,0,1,0.933438429,0,1,0.939016799,0.764187363,3423
No,1.375,0.375,0.590709885,1,1,2,0,0.508859345,3,0.5,0.84345044,2,0,0.571153197,2,0,0.414890814,2,0,0.84345044,0.414890814,3424
Yes,0.947368,0.052632,0.806269639,1,1,1,0.666666667,0.806239881,1,0.666666667,0.990797479,2,0.6,0.98266169,2,0.6,0.970412719,2,0.6,0.990797479,0.806239881,3425
No,0.714286,0.333333,0.933951598,0,0,2,0,0.787684242,3,0,0.854055542,2,0.333333333,0.958736329,2,0.333333333,0.887801559,2,0.333333333,0.958736329,0.787684242,3426
Yes,1.15,0.142857,0.946869643,0,0,0,1,0.84031347,0,1,0.946187436,0,1,0.984549777,0,1,0.951780173,0,1,0.984549777,0.84031347,3427
Yes,0.722222,0.277778,0.867603793,0,0,0,1,0.798110779,0,1,0.88894018,3,0.25,0.954395474,3,0.25,0.726969798,3,0.25,0.954395474,0.726969798,3428
Yes,0.866667,0.133333,0.899676477,0,0,5,0,0.828380302,6,0,0.941324167,6,0,0.972029946,6,0,0.902890649,6,0,0.972029946,0.828380302,3429
Yes,1.272727,0.25,0.805724226,1,1,0,1,0.696487608,2,0,0.784242801,1,0,0.910118615,1,0,0.872723281,1,0,0.910118615,0.696487608,3430
Yes,0.92,0.142857,0.959497271,0,0,1,0.666666667,0.939101086,2,0.777777778,0.999391901,1,0.666666667,0.931268201,1,0.666666667,0.973563257,1,0.666666667,0.999391901,0.931268201,3431
No,1.357143,0.428571,0.907524856,0,0,7,0,0.763739888,8,0.333333333,0.88970964,8,0,0.964804964,8,0,0.929336308,8,0,0.964804964,0.763739888,3432
Yes,1.090909,0.181818,0.82928436,0,0,3,0,0.788129637,3,0.25,0.738042305,3,0,0.315984881,3,0,0.473830233,3,0,0.82928436,0.315984881,3433
No,0.947368,0.142857,0.90636849,0,0,0,1,0.721797165,1,0.75,0.925872766,1,0.666666667,0.953176786,1,0.666666667,0.936210972,1,0.666666667,0.953176786,0.721797165,3434
No,1.083333,0.083333,0.855077478,1,1,0,1,0.592986489,0,1,0.841374783,4,0,0.886832493,4,0,0.808271367,4,0,0.886832493,0.592986489,3435
No,1.4375,0.529412,0.888329815,0,0,2,0,0.818071796,2,0.5,0.995065144,4,0.428571429,0.963219798,4,0.428571429,0.969803764,4,0.428571429,0.995065144,0.818071796,3436
Yes,1.111111,0.105263,0.924944302,0,0,3,0,0.830644962,4,0,0.939380084,3,0,0.944672544,3,0,0.952215781,3,0,0.952215781,0.830644962,3437
Yes,0.65,0.35,0.920882762,0,0,7,0.363636364,0.870964635,10,0.375,0.94769748,7,0.363636364,0.976874989,7,0.363636364,0.931865517,7,0.363636364,0.976874989,0.870964635,3438
Yes,1.25,0.2,0.940388879,0,0,0,1,0.901929103,0,1,0.999955414,0,1,0.98303084,0,1,1,0,1,1,0.901929103,3439
Yes,1,0.045455,0.945239958,0,0,0,1,0.920843398,0,1,0.999296043,0,1,0.993760622,0,1,0.996471976,0,1,0.999296043,0.920843398,3440
Yes,1.166667,0,0.824827935,0,0,2,0.333333333,0.7417923,2,0.5,0.5861656,3,0.25,0.947558108,3,0.25,0.95501512,3,0.25,0.95501512,0.5861656,3441
Yes,1.038462,0,0.990522758,0,0,0,1,0.985862197,0,1,0.999113837,1,0.833333333,0.986976794,1,0.833333333,0.99069059,1,0.833333333,0.999113837,0.985862197,3442
No,0.923077,0.071429,0.897971126,0,0,1,0,0.663206282,2,0.333333333,0.966020638,1,0,0.848739484,1,0,0.821861074,1,0,0.966020638,0.663206282,3443
Yes,0.863636,0.090909,0.940649604,0,0,0,1,0.834340548,1,0.5,0.97613366,0,1,0.947146535,0,1,0.851265079,0,1,0.97613366,0.834340548,3444
No,0.933333,0.125,0.920833689,0,0,0,1,0.849275617,1,0.833333333,0.889688795,0,1,1,0,1,0.990005638,0,1,1,0.849275617,3445
No,1.25,0.416667,0.844713074,0,0,6,0.142857143,0.762670598,8,0.111111111,0.560515047,7,0.125,0.964619773,7,0.125,0.923174754,7,0.125,0.964619773,0.560515047,3446
No,1.142857,0.142857,0.876089003,0,0,3,0,0.643649017,3,0,0.586936259,3,0.5,0.970646405,3,0.5,0.970570579,3,0.5,0.970646405,0.586936259,3447
Yes,1.058824,0.176471,0.842099157,0,0,12,0.076923077,0.741585023,12,0.142857143,0.929206899,12,0.076923077,0.992178932,12,0.076923077,0.96690937,12,0.076923077,0.992178932,0.741585023,3448
Yes,1.055556,0.052632,0.94625171,0,0,2,0.333333333,0.924178963,2,0.6,0.999187905,2,0.6,0.996959212,2,0.6,0.990249028,2,0.6,0.999187905,0.924178963,3449
Yes,0.821429,0.137931,0.945463838,0,0,3,0.4,0.854100859,5,0.583333333,0.990851789,3,0.4,0.97550611,3,0.4,0.957334471,3,0.4,0.990851789,0.854100859,3450
Yes,1.111111,0.111111,0.786685679,0,0,0,1,0.694039865,0,1,0.829908495,1,0.666666667,0.984678283,1,0.666666667,0.968994029,1,0.666666667,0.984678283,0.694039865,3451
Yes,0.857143,0.142857,0.909913284,0,0,0,1,0.891609375,0,1,0.978838952,3,0.625,0.988251656,3,0.625,0.981948737,3,0.625,0.988251656,0.891609375,3452
Yes,1.05,0.045455,0.992961129,0,0,0,1,0.915408378,1,0.75,0.934902151,0,1,0.993730278,0,1,0.938343837,0,1,0.993730278,0.915408378,3453
Yes,0.88,0.111111,0.964581998,0,0,0,1,0.928607611,1,0.666666667,0.963359551,0,1,0.999489599,0,1,0.999741782,0,1,0.999741782,0.928607611,3454
Yes,1,0,0.967257707,0,0,0,1,0.979135783,0,1,1,0,1,1,0,1,1,0,1,1,0.967257707,3455
Yes,0.75,0.25,0.83869297,0,0,1,0.666666667,0.815278304,1,0.833333333,0.946754107,4,0.333333333,0.956905519,4,0.333333333,0.961571499,4,0.333333333,0.961571499,0.815278304,3456
Yes,0.782609,0.25,0.880714675,0,0,0,1,0.87808977,1,0.666666667,0.996695369,3,0,0.944083518,3,0,0.985072838,3,0,0.996695369,0.87808977,3457
Yes,1,0,0.979445585,0,0,0,1,0.949643915,0,1,0.996821402,1,0.5,0.953266897,1,0.5,0.932584444,1,0.5,0.996821402,0.932584444,3458
Yes,1.230769,0.230769,0.908500165,0,0,0,1,0.780802956,4,0,0.83608484,0,1,0.963092793,0,1,0.988154494,0,1,0.988154494,0.780802956,3459
No,0.75,0.2,0.965307786,0,0,0,1,0.88664622,2,0.777777778,0.948423578,0,1,0.980869743,0,1,0.951185863,0,1,0.980869743,0.88664622,3460
Yes,0.75,0.25,0.810088073,0,0,1,0,0.787594232,3,0.571428571,0.947234609,2,0,0.833453269,2,0,0.916740619,2,0,0.947234609,0.787594232,3461
Yes,0.807692,0.290323,0.964488559,0,0,0,1,0.94101999,0,1,0.999997409,0,1,0.999667809,0,1,0.999953933,0,1,0.999997409,0.94101999,3462
Yes,0.769231,0.230769,0.898912935,0,0,0,1,0.750967712,4,0.2,0.871839754,1,0.666666667,0.940940372,1,0.666666667,0.874378353,1,0.666666667,0.940940372,0.750967712,3463
No,0.769231,0.333333,0.878534877,0,0,5,0.166666667,0.67875932,6,0.25,0.886639939,5,0.166666667,0.955951402,5,0.166666667,0.805916598,5,0.166666667,0.955951402,0.67875932,3464
Yes,0.958333,0.068966,0.91940942,0,0,0,1,0.881949896,0,1,0.987147844,0,1,0.927488905,0,1,0.934833136,0,1,0.987147844,0.881949896,3465
Yes,0.692308,0.296296,0.927327881,0,0,3,0.571428571,0.906525013,3,0.7,0.99612131,3,0.571428571,0.977451419,3,0.571428571,0.973654348,3,0.571428571,0.99612131,0.906525013,3466
Yes,1.333333,0.466667,0.892133279,0,0,0,1,0.841570688,0,1,0.945409401,1,0,0.939391306,1,0,0.944019768,1,0,0.945409401,0.841570688,3467
No,0.846154,0.153846,0.910953009,0,0,0,1,0.832620051,2,0.6,0.998971121,0,1,0.971809318,0,1,0.859343169,0,1,0.998971121,0.832620051,3468
Yes,0.833333,0.12,0.927602224,0,0,0,1,0.874570079,1,0.875,0.885401736,0,1,0.97059117,0,1,0.970992087,0,1,0.970992087,0.874570079,3469
No,1.066667,0,0.855244726,0,0,4,0.2,0.793542758,5,0.285714286,0.83923931,6,0.142857143,0.938411962,6,0.142857143,0.932065301,6,0.142857143,0.938411962,0.793542758,3470
Yes,1.1,0.15,0.932661362,0,0,2,0,0.881529318,4,0.333333333,0.863296547,4,0.428571429,0.981037765,4,0.428571429,0.976132812,4,0.428571429,0.981037765,0.863296547,3471
Yes,1,0.090909,0.878162368,0,0,2,0,0.780028922,6,0,0.891631394,4,0.2,0.899353252,4,0.2,0.906906759,4,0.2,0.906906759,0.780028922,3472
No,1.25,0.166667,0.923367544,0,0,4,0,0.667585956,6,0,0.878585688,4,0,0.918845849,4,0,0.862727151,4,0,0.923367544,0.667585956,3473
Yes,1.047619,0.047619,0.898054526,0,0,1,0,0.882981658,2,0.333333333,0.985505681,2,0.5,0.954418564,2,0.5,0.963421327,2,0.5,0.985505681,0.882981658,3474
No,0.736842,0.333333,0.920244365,0,0,0,1,0.823520035,0,1,0.822497767,2,0.5,0.939662411,2,0.5,0.93878691,2,0.5,0.939662411,0.822497767,3475
Yes,0.8125,0.1875,0.866492817,0,0,0,1,0.810443714,0,1,0.847349082,0,1,0.957588631,0,1,0.951867457,0,1,0.957588631,0.810443714,3476
No,1.071429,0.071429,0.913096624,0,0,1,0.75,0.800290696,1,0.8,0.836545049,3,0.5,0.948481541,3,0.5,0.958741348,3,0.5,0.958741348,0.800290696,3477
Yes,1.307692,0.214286,0.803152938,0,0,2,0.333333333,0.755603003,3,0.25,0.981401814,3,0.25,0.929898766,3,0.25,0.897917139,3,0.25,0.981401814,0.755603003,3478
No,0.814815,0.2,0.954580624,0,0,0,1,0.891598975,1,0.5,0.958822474,1,0.75,0.99577691,1,0.75,0.997811995,1,0.75,0.997811995,0.891598975,3479
Yes,0.75,0.25,0.937598757,0,0,1,0,0.905037931,1,0.5,0.999084019,1,0.8,0.990375865,1,0.8,0.992856512,1,0.8,0.999084019,0.905037931,3480
No,0.761905,0.227273,0.899445012,0,0,3,0.4,0.798805119,4,0.6,0.944189719,4,0.333333333,0.918155117,4,0.333333333,0.853383926,4,0.333333333,0.944189719,0.798805119,3481
Yes,1,0,0.891243178,0,0,1,0,0.727557327,1,0,0.724164103,5,0.166666667,0.95809706,5,0.166666667,0.907927623,5,0.166666667,0.95809706,0.724164103,3482
Yes,1.076923,0.076923,0.918759543,0,0,0,1,0.713183386,2,0.5,0.868631104,0,1,0.939061066,0,1,0.878456427,0,1,0.939061066,0.713183386,3483
Yes,1.315789,0.473684,0.832428149,0,0,2,0,0.805812176,3,0.5,0.848958259,5,0.166666667,0.90959755,5,0.166666667,0.918167516,5,0.166666667,0.918167516,0.805812176,3484
Yes,0.928571,0.071429,0.914365818,0,0,7,0,0.854447103,8,0.111111111,0.970959071,8,0,0.965203821,8,0,0.97618558,8,0,0.97618558,0.854447103,3485
No,0.909091,0.166667,0.784627127,0,0,3,0.25,0.651229807,3,0.4,0.70791885,6,0.25,0.958133877,6,0.25,0.919004916,6,0.25,0.958133877,0.651229807,3486
Yes,0.875,0.176471,0.919991166,0,0,0,1,0.828216987,0,1,0.968852127,0,1,0.944916563,0,1,0.911109755,0,1,0.968852127,0.828216987,3487
No,1.076923,0.153846,0.948968625,0,0,0,1,0.785973373,0,1,0.851347988,0,1,0.98497345,0,1,0.973134324,0,1,0.98497345,0.785973373,3488
Yes,0.777778,0.285714,0.963036167,0,0,0,1,0.883176124,0,1,0.956389856,1,0,0.866167646,1,0,0.95268152,1,0,0.963036167,0.866167646,3489
Yes,0.909091,0.2,0.973849637,0,0,0,1,0.960258772,0,1,0.999703053,2,0.333333333,0.991086956,2,0.333333333,0.98958074,2,0.333333333,0.999703053,0.960258772,3490
Yes,1,0,0.944781053,0,0,2,0,0.920452385,2,0,0.996363994,2,0,0.933084204,2,0,0.871797778,2,0,0.996363994,0.871797778,3491
Yes,0.85,0.15,0.934969129,0,0,0,1,0.782503465,3,0.4,0.847867247,0,1,0.887258177,0,1,0.984760552,0,1,0.984760552,0.782503465,3492
Yes,1.136364,0.115385,0.890785077,0,0,2,0.666666667,0.807659099,2,0.714285714,0.967554932,5,0.444444444,0.958528511,5,0.444444444,0.92711357,5,0.444444444,0.967554932,0.807659099,3493
Yes,1.277778,0.263158,0.921513509,0,0,2,0,0.891187505,3,0.25,0.989854988,2,0.333333333,0.789268906,2,0.333333333,0.798022518,2,0.333333333,0.989854988,0.789268906,3494
Yes,1,0,0.963697398,0,0,0,1,0.897302848,0,1,0.975928105,3,0.25,0.953303277,3,0.25,0.958159484,3,0.25,0.975928105,0.897302848,3495
Yes,0.947368,0,0.957999592,0,0,0,1,0.871075476,2,0.5,0.880670179,0,1,0.975238615,0,1,0.980608002,0,1,0.980608002,0.871075476,3496
Yes,0.833333,0.192308,0.899201554,0,0,1,0,0.83118338,2,0.6,0.897233659,2,0,0.841378239,2,0,0.877954243,2,0,0.899201554,0.83118338,3497
Yes,1.038462,0.038462,0.97150129,0,0,0,1,0.895426421,1,0.909090909,0.85667577,0,1,0.997631639,0,1,0.939022411,0,1,0.997631639,0.85667577,3498
No,0.72,0.357143,0.967562234,1,1,0,1,0.871124758,0,1,0.971822973,0,1,0.967893913,0,1,0.759737833,0,1,0.971822973,0.759737833,3499
No,0.647059,0.388889,0.907035546,0,0,1,0,0.765728553,1,0,0.912740171,2,0.333333333,0.95989361,2,0.333333333,0.928681016,2,0.333333333,0.95989361,0.765728553,3500
Yes,0.916667,0.083333,0.766810142,0,0,1,0,0.658582232,1,0,0.898686706,0,1,0.997943467,0,1,0.75424312,0,1,0.997943467,0.658582232,3501
No,1.5,0.526316,0.898202285,0,0,0,1,0.852863271,0,1,0.898125053,2,0.6,0.97720577,2,0.6,0.969951082,2,0.6,0.97720577,0.852863271,3502
Yes,0.947368,0,0.926734617,0,0,1,0,0.863072713,3,0,0.935650903,2,0.666666667,0.980280101,2,0.666666667,0.976002499,2,0.666666667,0.980280101,0.863072713,3503
Yes,1,0.038462,0.984058283,0,0,1,0.5,0.95349058,1,0.857142857,0.998182746,2,0.333333333,0.9559331,2,0.333333333,0.98533761,2,0.333333333,0.998182746,0.95349058,3504
Yes,1.0625,0.235294,0.941687319,0,0,0,1,0.739480498,3,0,0.980413301,0,1,0.880875014,0,1,0.979405951,0,1,0.980413301,0.739480498,3505
Yes,0.952381,0.086957,0.904790582,0,0,0,1,0.856162166,0,1,0.946320936,0,1,0.940826035,0,1,0.955986823,0,1,0.955986823,0.856162166,3506
Yes,1.333333,0.190476,0.934495339,0,0,0,1,0.897467613,0,1,0.933090204,2,0.5,0.97832797,2,0.5,0.968440006,2,0.5,0.97832797,0.897467613,3507
No,0.882353,0.166667,0.90820542,0,0,8,0,0.736212023,8,0,0.984160841,8,0,0.963044068,8,0,0.929895663,8,0,0.984160841,0.736212023,3508
Yes,1.066667,0.066667,0.846670439,0,0,0,1,0.75341048,1,0,0.856443853,4,0,0.950844469,4,0,0.934347288,4,0,0.950844469,0.75341048,3509
Yes,1.133333,0.117647,0.862606892,0,0,2,0.333333333,0.750350248,3,0.4,0.821785168,3,0.25,0.907573649,3,0.25,0.893723986,3,0.25,0.907573649,0.750350248,3510
Yes,1.1875,0.1875,0.919293667,0,0,1,0.5,0.784109512,3,0.5,0.907166383,2,0.5,0.907869763,2,0.5,0.913578905,2,0.5,0.919293667,0.784109512,3511
Yes,0.888889,0.105263,0.986259603,0,0,0,1,0.863997597,2,0,0.926645828,0,1,0.998921089,0,1,0.960653156,0,1,0.998921089,0.863997597,3512
No,1,0.058824,0.929520736,0,0,1,0,0.800047434,1,0,0.910481715,2,0,0.969678344,2,0,0.835337512,2,0,0.969678344,0.800047434,3513
Yes,1.266667,0.266667,0.98339308,0,0,0,1,0.918172853,2,0.777777778,0.999998465,0,1,0.998180708,0,1,0.964414605,0,1,0.999998465,0.918172853,3514
Yes,1.181818,0.26087,0.987446411,0,0,1,0.666666667,0.95615754,3,0.625,0.975658499,1,0.75,0.972080153,1,0.75,0.968319161,1,0.75,0.987446411,0.95615754,3515
Yes,1.111111,0.111111,0.925397251,0,0,2,0.333333333,0.833644965,5,0.444444444,0.911443957,2,0.333333333,0.960459776,2,0.333333333,0.959880232,2,0.333333333,0.960459776,0.833644965,3516
Yes,0.826087,0.2,0.906045331,0,0,0,1,0.755896708,3,0,0.998308069,0,1,0.979288123,0,1,0.953522454,0,1,0.998308069,0.755896708,3517
