Class,text
windows," I can see them on the screen?  Many thanks  --  -Howard _________________________________________________________ !                    Howard Moy				! !                  (608) 255-6379			!"
windows, I found what I believe is an undocumented feature in my windows directory  Microsoft Diagnostics  ver 2.00. I am specifically interested in a more in depth explanation of the legends in the memory mapping report.  Thanks.  Chak Aw chakaw@u.washington.edu
windows, I got one from Microsoft tech support.  --  Sterling G. Bjorndahl  bjorndahl@Augustana.AB.CA or bjorndahl@camrose.uucp Augustana University College  Camrose  Alberta  Canada      (403) 679-1100
forsale, I have an NEC multisync 3d monitor for sale. great condition. looks new. it is .28 dot pitch SVGA monitor that syncs from 15-38khz  it is compatible with all aga amiga graphics modes. leave message if interested. make an offer. -- 
religion, I ve always hat a horde of mice to turn to for fun & sort of that kind of mouse in Cinderella (walt disney).  I grew up sort of as an only child  part time.. my siblings were 10-8-6 years older than me  so i was pretty commonly a different sort of charater in their games (read: non speaking hot cocoa-goffer  stand in (still silent) bad guy/good guy/etc)  so my mice were playmates  more than advisors.  Could curt  or whomever has a good list of books please post such list  in all sorts of fields  like jungian  condensed buddist/etc philosophies  multiple personailty disorders  or good fiction that has well worked imaginary friends?  thanks  sheilagh  wanting a bunch of library catalouge topics to search thru
religion, If you want a good list (quantity) - _When Critics Ask  A Popular Handbook On Bible Difficulties_ by Dr. Norman Geisler deals with over 800 alleged contradictions.  Frank --   If one wished to contend with Him  he could not answer Him one time out  of a thousand.   JOB 9:3
religion, In article <1993Apr3.004902.25370@scic.intel.com>  sbradley@scic.intel.com (Seth J. Bradley) writes: >In article <1993Mar31.234354.11694@rambo.atlanta.dg.com> wpr@atlanta.dg.com (Bill Rawlins) writes: >>        You can contradict my inference successfully by showing me >>        an atheist who does not believe in macroevolution. > >Fred Hoyle  an astronomer who is often quoted by creationists. >One point for our side.  See Bill  I told you to brace yourself.  Hey Seth  the way I read it  one point is all we needed.  Game s over.  But a little scientific repeatability wouldn t hurt.  On the other hand  a telephone book full of names probably won t change things.  Rich Fox  Anthro  Usouth dakota
atheism, In article <1993Apr3.004902.25370@scic.intel.com>  sbradley@scic.intel.com (Seth J. Bradley) writes: >In article <1993Mar31.234354.11694@rambo.atlanta.dg.com> wpr@atlanta.dg.com (Bill Rawlins) writes: >>        You can contradict my inference successfully by showing me >>        an atheist who does not believe in macroevolution. > >Fred Hoyle  an astronomer who is often quoted by creationists. >One point for our side.  See Bill  I told you to brace yourself.  Hey Seth  the way I read it  one point is all we needed.  Game s over.  But a little scientific repeatability wouldn t hurt.  On the other hand  a telephone book full of names probably won t change things.  Rich Fox  Anthro  Usouth dakota
atheism, In article <1APR199313404295@skyblu.ccit.arizona.edu<  lippard@skyblu.ccit.arizona.edu (James J. Lippard) writes... <In article <31MAR199321091163@juliet.caltech.edu<  lmh@juliet.caltech.edu (Henling  Lawrence M.) writes... <<Atheism (Greek  a  not +  theos  god)  Belief that there is no god. <<Agnosticism (Greek  a  not + ~  gnostein ?  know) Belief that it is <<  not possible to determine if there is a god.  <No.  Agnosticism as you have here defined it is a positive belief--a <belief that it is not possible to determine the existence of any gods. <That s a belief I m inclined to reject.  You have also defined atheism <here as a positive belief--that there is no god.  A fairly large number <of atheists on alt.atheism reject this definition  instead holding that <atheism is simply the absence of belief in a god.  Michael Martin  in <_Atheism: A Philosophical Justification_  distinguishes strong atheism   My mistake. I will have to get a newer dictionary and read the  follow up line.  larry henling   lmh@shakes.caltech.edu
religion, In article <1phnkoINNbk@ctron-news.ctron.com> king@ctron.com (John E. King) writes: >To: adpeters@sunflower.bio.indiana.edu (Andy Peters) writes: >>Funny  there s absolutely nothing in these numbers supporting Jack s >>implication that  the probability of one protean molecule forming  is >>less than 10^-50 > >As I recall the figure for just one of the molecules forming is 1 : 10^-114. > >>[lists 5 steps for determining probability of abiogenesis] > >Its going to take a little time for me to do this Andy.  Hope you ll be >patient :). > >Just so you understand where I am coming from  even though I am a theist  >I don t totally reject the possibility that this complex creation could have >just come together on its own.  Can I assume you are equally as objective? > >Most of my discussions on this net (which has been very little in recent >years)  have been with other theists over doctrinal issues.  I have rarely >ventured into the  origins  arena  because there is so much speculation  >involved.  What hard data there is (e.g. DNA  program  that in proper sequences >tells the cells how to divide and form)  tells me that there must have >been a Designer behind it all.   > >Nonetheless  I remain open minded.  I wonder how many can claim that on >this net.  This is exactly the type of thing I was talking about before. A creationist appears on t.o  makes a completely unsupported statement the facts of which he/she is completely ignorant  is taken to task  and finally replies with a subtle insult. (actually two insults)  Just to make sure I am being fair let s check a few details. Jack  you don t know anything about abiogenesis  do you? (this is no sin  I know next to nothing about it either) I mean  anything other than this  10^50   probability thing which you got wrong in the first post.  The speculation involved is really your own  isn t it? How much _biology_ do you know  even apart from abiogenesis? Any classes past high school? Read Chris Colby s FAQ? How much paleontology  geology  etc do you know? Or are you speculating that its all speculative? Do you have any basis upon which to imply that to keep an  open mind  one must allow that the earth  universe  and all the creatures in it could have been created ~10 000 years ago? None of this is intended as a flame. To say that you don t know a subject is _not_ the same as calling you an idiot. I don t know _much_ about these areas  but then I am not the one calling into question all of mainstream science. In other words  where do you get off calling it speculative unless by this you also mean that all of physics  chemistry  etc are also speculative in some sense?  You may have  in fact  not been implying that the rejection of creationism is a sign of close-mindedness  or that the theory of evolution is especially speculative  in which case I have merely misinterpreted you. In this case the worst thing you could be accused of is unclear prose.  >Jack  Scott smullins@ecn.purdue.edu
atheism, In article <1phnkoINNbk@ctron-news.ctron.com> king@ctron.com (John E. King) writes: >To: adpeters@sunflower.bio.indiana.edu (Andy Peters) writes: >>Funny  there s absolutely nothing in these numbers supporting Jack s >>implication that  the probability of one protean molecule forming  is >>less than 10^-50 > >As I recall the figure for just one of the molecules forming is 1 : 10^-114. > >>[lists 5 steps for determining probability of abiogenesis] > >Its going to take a little time for me to do this Andy.  Hope you ll be >patient :). > >Just so you understand where I am coming from  even though I am a theist  >I don t totally reject the possibility that this complex creation could have >just come together on its own.  Can I assume you are equally as objective? > >Most of my discussions on this net (which has been very little in recent >years)  have been with other theists over doctrinal issues.  I have rarely >ventured into the  origins  arena  because there is so much speculation  >involved.  What hard data there is (e.g. DNA  program  that in proper sequences >tells the cells how to divide and form)  tells me that there must have >been a Designer behind it all.   > >Nonetheless  I remain open minded.  I wonder how many can claim that on >this net.  This is exactly the type of thing I was talking about before. A creationist appears on t.o  makes a completely unsupported statement the facts of which he/she is completely ignorant  is taken to task  and finally replies with a subtle insult. (actually two insults)  Just to make sure I am being fair let s check a few details. Jack  you don t know anything about abiogenesis  do you? (this is no sin  I know next to nothing about it either) I mean  anything other than this  10^50   probability thing which you got wrong in the first post.  The speculation involved is really your own  isn t it? How much _biology_ do you know  even apart from abiogenesis? Any classes past high school? Read Chris Colby s FAQ? How much paleontology  geology  etc do you know? Or are you speculating that its all speculative? Do you have any basis upon which to imply that to keep an  open mind  one must allow that the earth  universe  and all the creatures in it could have been created ~10 000 years ago? None of this is intended as a flame. To say that you don t know a subject is _not_ the same as calling you an idiot. I don t know _much_ about these areas  but then I am not the one calling into question all of mainstream science. In other words  where do you get off calling it speculative unless by this you also mean that all of physics  chemistry  etc are also speculative in some sense?  You may have  in fact  not been implying that the rejection of creationism is a sign of close-mindedness  or that the theory of evolution is especially speculative  in which case I have merely misinterpreted you. In this case the worst thing you could be accused of is unclear prose.  >Jack  Scott smullins@ecn.purdue.edu
windows, In article <C4zoGD.C56@news.udel.edu> swyatt@bach.udel.edu (Stephen L Wyatt) writes: >I have a question about WINBENCH (pc labs thing) 3.11.. > >I have a 386/33 and a Ahead B (512k) card and got these results- > >windows vga driver - 2.44 million >ahead B (640-480-256) driver - 455 000 winmarks >windows svga (800-600-16) driver - 1.68 million winmarks... > >I was thinking about upgrading to a diamond 24x card.. I read it had about >8 million winmark.. > >obviously this is MUCH MUCH greater... but is this in 256-color mode or what? >is this a good card...street price is about $170...  On my 386dx 33Mhz 4Mb RAM Winbench 2.5  24x v2.02 16.7M        1 668 274      v2.03 16.7M        1 668 985      v2.03 16           4 602 428      v2.03 256          7 635 278 Richard Mayston maystonr@grace.cri.nz
windows," In ""article"" <C56BHt.7qF@news.Hawaii.Edu> dmcgee@uluhe.soest.hawaii.edu (Don McGee) writes: > >Is there a free/share( ware) package that will allow multiple >desktops in windows 3.1.  What is desired is to have a desk top >for several people that each can personalize by name and choice >of programs etc.    There s a package called Workspace on cica that has 5 desktops  I haven t done much with it yet  but it seems to be able to do what you want it to.  Don t have the exact archive name handy  but it s something like wspace<blah>.zip.  Tom  --   finn@convex.com           			      I speak only for myself.  -----------------------------------------------------------------------------   Peace is the name of the ideal we have deduced from the fact that there have  been pauses between wars.                  Jerry Pournelle in  The Mercenary "
forsale," In article <hatton.733706165@cgl.ucsf.edu>  hatton@socrates.ucsf.edu (Tom Hatton) writes...  adn6285@ritvax.isc.rit.edu writes:  >So  does anyone care to enlighten us whether DOS6.0 is worth upgrading to?  >How good is it s compression  and can it be turned on/off at will?  >Any other nice/nasty features?     According to reports  if you don t have DOS yet  and don t have any  utilities (QEMM  Stacker  PCTools  Norton  ...) then DOS6 may be worth it.   For people who have DOS5  and some sort of utility  DOS6 doesn t offer  much. You d never know it from the usual hype that marketing is able  to create  however. :-)  	IMHO  it seems to be worth the $40 to upgrade.  DoubleSpace seems a bit  saner than Stacker 2.0 (which I ve replaced).  MemMaker is nowhere near as  aggressive as QEMM  but it doesn t hose my system like QEMM did (at least it hasn t yet).  Microsoft AntiVirus is just the latest version (or a  reasonably recent one) of CPAV - mine was very aged  so this was quite welcome.   	MS-DOS 6.0 ain t the end all  be all of operating systems - but it s better than a sharp stick in the eye  unless you happen to be into that sort  of thing.  :-)  			  Lee Preimesberger st1g9@jetson.uh.edu ----- Undergraduate Scum ----- University of Houston  USA                               ********           There is freedom of choice for every choice but mine. "
forsale," International based in Fishers  Indiana at isifisher@aol.com. As an Internet user  your credit has been automatically approved. So you can start sending faxes RIGHT NOW.  1. How to send a fax  To use this service  e-mail to: isifisher@aol.com in the following format:  -Your name -Your phone number -Your mailing address - the number you send fax to - the recipient s name and company  - the address and phone number of the recipient (optional) ===================================== - fax content  Your fax will be sent out within 24 hours. Every fax will include a standard cover sheet free of charge which contains: (1) your name  (2) your phone number  (3) your address  (4) the recipient s name and company.  Upon sending out your fax  a receipt will be sent for your record.  IMPORTANT: If this is your first time to use the fax service  you MUST include the following paragraph at the beginning of your e-mail:  	I hereby authorize Information System International to open a fax account for me. I agree to pay all charges incurred upon receiving my monthly bill..  2. What format is acceptable  	Only plain ASCII format and Rich Text Format (RTF) are acceptable.  	(1) For plain ASCII format  Times New Roman fonts of 12-point size will be used.  	(2) For RTF format  your fax document will appear exactly the same as it would appear on your local laser printer. In almost all word processing software on PC  Mackintosh  Sun workstation  etc.  you can save your document in RTF format.    3. How to pay  	The first time you use our fax service  we will open an account for you under your name. You will be billed each month if you have a balance or when your balance has been over $50.00 - whichever comes first.   4. Cost  	The cost for continental U.S (excluding Hawaii & Alaska) is only $1.50 for the first page  $0.75 for each additional page. Each fax will include a cover sheet which is free.                    If you plan to use this service  you should save the entire text posted above."
atheism, It seems to me that there is a contradiction in arguing that the Bible was  enlightened for its times  (i.e. closer to what we would consider morally good based on our standards and past experience) on the one hand [I hope this summarizes this argument adequately]  and on the other hand:  In article <1993Apr03.001125.23294@watson.ibm.com> strom@Watson.Ibm.Com (Rob Strom) writes: }In article <1phpe1INN8g6@dsi.dsinc.com>  perry@dsinc.com (Jim Perry) writes:  }|> }Disclaimer:  I m speaking from the Jewish perspective  }|> }where  the Bible  means what many call the Old Testament  }|> }and where the interpretation is not necessarily the }|> }raw text  but instead the court cases  commentaries }|> }and traditions passed down through Jewish communities. }|>  }|> This seems the crux to me: if you judge the Bible according to a long }|> line of traditions and interpretations coming down to the current day  }|> rather than on its own merits as a cultural artifact  then of course }|> it will correspond more closely with more contemporary values. } }But if that s how the Bible is actually being used today  }shouldn t that be how we should judge it?  If most people }use scissors to cut paper  shouldn t Consumer s Reports }test scissors for paper-cutting ability  even though }scissors may have been designed originally to cut cloth?  That s possibly a good way to judge the use of the Bible in teaching Jewish morality today  but it hardly seems fair to claim that this highly-interpreted version is what was  enlightened for its times . To (attempt to) extend the analogy  this is like saying that the original scissor-makers were unusually advanced at paper-cutting for their times  even though they only ever cut cloth  and had never even heard of paper.  I m not arguing that the Bible is  disgusting   though some of the history depicted in it is  by modern standards.  However  history is full of similar abuses  and I don t think the Biblical accounts are worse than their contemporaries--or possibly ours.  On the other hand  I don t know of any reason to think the history described in the Bible shows *less* abuse than their contemporaries  or ours.  That complex and benign moral traditions have evolved based on particular mythic interpretations of that history is interesting  but I still don t think it fair to take that long tradition of interpretation and use it to attack condemnation of the original history. --  Jim Perry   perry@dsinc.com   Decision Support  Inc.  Matthews NC These are my opinions.  For a nominal fee  they can be yours.
forsale, Keywords:   I am looking for an inexpensive motorcycle  nothing fancy  have to be able to do all maintinence my self. looking in the <$400 range.  if you can help me out  GREAT!  please reply by e-mail.  
